Codice Ripartizione geografica;Codice Regione;Codice Provincia (Storico);Codice Provincia/Uts;Codice Comune (alfanumerico);Codice Comune (numerico);Comune;Comune (dizione straniera);Sigla automobilistica;Capoluogo di Provincia/Uts;Capoluogo di Regione;Popolazione legale;Anno Censimento;Superficie (Kmq);Anno (Superficie);Popolazione residente;Anno (Popolazione residente)
1;1;1;201;1022;1022;Bardonecchia;;TO;0;0;3044;2021;132,2030;2022;3018;2022
1;1;1;201;1023;1023;Barone Canavese;;TO;0;0;556;2021;3,9864;2022;553;2022
1;1;1;201;1024;1024;Beinasco;;TO;0;0;17464;2021;6,7366;2022;17415;2022
1;1;1;201;1025;1025;Bibiana;;TO;0;0;3378;2021;18,5987;2022;3368;2022
1;1;1;201;1026;1026;Bobbio Pellice;;TO;0;0;539;2021;94,0820;2022;535;2022
1;1;1;201;1027;1027;Bollengo;;TO;0;0;2098;2021;14,2237;2022;2108;2022
1;1;1;201;1028;1028;Borgaro Torinese;;TO;0;0;11827;2021;11,1093;2022;11769;2022
1;1;1;201;1029;1029;Borgiallo;;TO;0;0;582;2021;6,9647;2022;581;2022
1;1;1;201;1030;1030;Borgofranco d'Ivrea;;TO;0;0;3555;2021;13,4190;2022;3496;2022
1;1;1;201;1031;1031;Borgomasino;;TO;0;0;773;2021;12,3713;2022;761;2022
1;1;1;201;1032;1032;Borgone Susa;;TO;0;0;2151;2021;4,9616;2022;2158;2022
1;1;1;201;1033;1033;Bosconero;;TO;0;0;3066;2021;10,9191;2022;3086;2022
1;1;1;201;1034;1034;Brandizzo;;TO;0;0;8701;2021;6,3900;2022;8681;2022
1;1;1;201;1035;1035;Bricherasio;;TO;0;0;4616;2021;22,7583;2022;4622;2022
1;1;1;201;1036;1036;Brosso;;TO;0;0;394;2021;11,1350;2022;391;2022
1;1;1;201;1037;1037;Brozolo;;TO;0;0;454;2021;8,9471;2022;448;2022
1;1;1;201;1038;1038;Bruino;;TO;0;0;8489;2021;5,5702;2022;8464;2022
1;1;1;201;1039;1039;Brusasco;;TO;0;0;1490;2021;14,3591;2022;1483;2022
1;1;1;201;1040;1040;Bruzolo;;TO;0;0;1492;2021;12,5597;2022;1491;2022
1;1;1;201;1041;1041;Buriasco;;TO;0;0;1337;2021;14,6868;2022;1339;2022
1;1;1;201;1042;1042;Burolo;;TO;0;0;1105;2021;5,4760;2022;1114;2022
1;1;1;201;1043;1043;Busano;;TO;0;0;1622;2021;5,0591;2022;1591;2022
1;1;1;201;1044;1044;Bussoleno;;TO;0;0;5652;2021;37,0661;2022;5620;2022
1;1;1;201;1045;1045;Buttigliera Alta;;TO;0;0;6304;2021;8,0973;2022;6229;2022
1;1;1;201;1046;1046;Cafasse;;TO;0;0;3310;2021;10,2313;2022;3322;2022
1;1;1;201;1047;1047;Caluso;;TO;0;0;7388;2021;39,4924;2022;7372;2022
1;1;1;201;1048;1048;Cambiano;;TO;0;0;5900;2021;14,1313;2022;5888;2022
1;1;1;201;1049;1049;Campiglione Fenile;;TO;0;0;1330;2021;11,0864;2022;1328;2022
1;1;1;201;1050;1050;Candia Canavese;;TO;0;0;1209;2021;9,1318;2022;1202;2022
1;1;1;201;1051;1051;Candiolo;;TO;0;0;5610;2021;11,8499;2022;5599;2022
1;1;1;201;1052;1052;Canischio;;TO;0;0;286;2021;11,9504;2022;280;2022
1;1;1;201;1053;1053;Cantalupa;;TO;0;0;2602;2021;11,1953;2022;2561;2022
1;1;1;201;1054;1054;Cantoira;;TO;0;0;596;2021;23,0319;2022;623;2022
1;1;1;201;1055;1055;Caprie;;TO;0;0;2060;2021;16,4077;2022;2045;2022
1;1;1;201;1056;1056;Caravino;;TO;0;0;901;2021;11,5370;2022;901;2022
1;1;1;201;1057;1057;Carema;;TO;0;0;739;2021;10,2591;2022;752;2022
1;1;1;201;1058;1058;Carignano;;TO;0;0;9052;2021;50,6791;2022;9078;2022
1;1;1;201;1059;1059;Carmagnola;;TO;0;0;28313;2021;95,7163;2022;28234;2022
1;1;1;201;1060;1060;Casalborgone;;TO;0;0;1855;2021;20,1238;2022;1864;2022
1;1;1;201;1061;1061;Cascinette d'Ivrea;;TO;0;0;1524;2021;2,1726;2022;1504;2022
1;1;1;201;1062;1062;Caselette;;TO;0;0;3034;2021;14,3141;2022;3047;2022
1;1;1;201;1063;1063;Caselle Torinese;;TO;0;0;13834;2021;23,5512;2022;13868;2022
1;1;1;201;1064;1064;Castagneto Po;;TO;0;0;1763;2021;11,5245;2022;1770;2022
1;1;1;201;1065;1065;Castagnole Piemonte;;TO;0;0;2179;2021;17,2795;2022;2194;2022
1;1;1;201;1066;1066;Castellamonte;;TO;0;0;9695;2021;38,7063;2022;9686;2022
1;1;1;201;1067;1067;Castelnuovo Nigra;;TO;0;0;401;2021;28,3756;2022;407;2022
1;1;1;201;1068;1068;Castiglione Torinese;;TO;0;0;6469;2021;14,1346;2022;6509;2022
1;1;1;201;1069;1069;Cavagnolo;;TO;0;0;2226;2021;12,3286;2022;2267;2022
1;1;1;201;1070;1070;Cavour;;TO;0;0;5374;2021;48,9599;2022;5421;2022
1;1;1;201;1071;1071;Cercenasco;;TO;0;0;1782;2021;13,1596;2022;1760;2022
1;1;1;201;1072;1072;Ceres;;TO;0;0;1017;2021;28,0516;2022;1027;2022
1;1;1;201;1073;1073;Ceresole Reale;;TO;0;0;159;2021;99,8164;2022;157;2022
1;1;1;201;1074;1074;Cesana Torinese;;TO;0;0;913;2021;121,7006;2022;897;2022
1;1;1;201;1075;1075;Chialamberto;;TO;0;0;344;2021;35,4479;2022;337;2022
1;1;1;201;1076;1076;Chianocco;;TO;0;0;1552;2021;18,6132;2022;1527;2022
1;1;1;201;1077;1077;Chiaverano;;TO;0;0;1985;2021;12,0224;2022;1965;2022
1;1;1;201;1078;1078;Chieri;;TO;0;0;35916;2021;54,1967;2022;35908;2022
1;1;1;201;1079;1079;Chiesanuova;;TO;0;0;231;2021;4,1187;2022;210;2022
1;1;1;201;1080;1080;Chiomonte;;TO;0;0;870;2021;26,7550;2022;856;2022
1;1;1;201;1081;1081;Chiusa di San Michele;;TO;0;0;1556;2021;5,9167;2022;1526;2022
1;1;1;201;1082;1082;Chivasso;;TO;0;0;26275;2021;51,2027;2022;26244;2022
1;1;1;201;1083;1083;Ciconio;;TO;0;0;364;2021;3,1638;2022;355;2022
1;1;1;201;1084;1084;Cintano;;TO;0;0;240;2021;4,9344;2022;239;2022
1;1;1;201;1085;1085;Cinzano;;TO;0;0;323;2021;6,1965;2022;334;2022
1;1;1;201;1086;1086;Ciriè;;TO;0;0;18212;2021;17,7329;2022;18146;2022
1;1;1;201;1087;1087;Claviere;;TO;0;0;204;2021;2,6871;2022;208;2022
1;1;1;201;1088;1088;Coassolo Torinese;;TO;0;0;1444;2021;27,8788;2022;1445;2022
1;1;1;201;1089;1089;Coazze;;TO;0;0;3218;2021;56,5724;2022;3257;2022
1;1;1;201;1090;1090;Collegno;;TO;0;0;48574;2021;18,1075;2022;48359;2022
1;1;1;201;1091;1091;Colleretto Castelnuovo;;TO;0;0;312;2021;6,3321;2022;326;2022
1;1;1;201;1092;1092;Colleretto Giacosa;;TO;0;0;596;2021;4,5895;2022;593;2022
1;1;1;201;1093;1093;Condove;;TO;0;0;4437;2021;71,1129;2022;4454;2022
1;1;1;201;1094;1094;Corio;;TO;0;0;3048;2021;41,4917;2022;3027;2022
1;1;1;201;1095;1095;Cossano Canavese;;TO;0;0;440;2021;3,2387;2022;435;2022
1;1;1;201;1096;1096;Cuceglio;;TO;0;0;930;2021;6,8709;2022;919;2022
1;1;1;201;1097;1097;Cumiana;;TO;0;0;7821;2021;60,7335;2022;7840;2022
1;1;1;201;1098;1098;Cuorgnè;;TO;0;0;9411;2021;19,3083;2022;9531;2022
1;1;1;201;1099;1099;Druento;;TO;0;0;8973;2021;27,5394;2022;8988;2022
1;1;1;201;1100;1100;Exilles;;TO;0;0;241;2021;46,5473;2022;240;2022
1;1;1;201;1101;1101;Favria;;TO;0;0;5115;2021;14,8499;2022;5026;2022
1;1;1;201;1102;1102;Feletto;;TO;0;0;2190;2021;7,8931;2022;2215;2022
1;1;1;201;1103;1103;Fenestrelle;;TO;0;0;481;2021;49,4091;2022;477;2022
1;1;1;201;1104;1104;Fiano;;TO;0;0;2679;2021;12,0396;2022;2647;2022
1;1;1;201;1105;1105;Fiorano Canavese;;TO;0;0;735;2021;4,3457;2022;744;2022
1;1;1;201;1106;1106;Foglizzo;;TO;0;0;2265;2021;15,6429;2022;2261;2022
1;1;1;201;1107;1107;Forno Canavese;;TO;0;0;3230;2021;16,5002;2022;3212;2022
1;1;1;201;1108;1108;Frassinetto;;TO;0;0;279;2021;24,8186;2022;274;2022
1;1;1;201;1109;1109;Front;;TO;0;0;1613;2021;10,9482;2022;1586;2022
1;1;1;201;1110;1110;Frossasco;;TO;0;0;2799;2021;20,1488;2022;2814;2022
1;1;1;201;1111;1111;Garzigliana;;TO;0;0;530;2021;7,4018;2022;546;2022
1;1;1;201;1112;1112;Gassino Torinese;;TO;0;0;9361;2021;20,5108;2022;9288;2022
1;1;1;201;1113;1113;Germagnano;;TO;0;0;1120;2021;14,4442;2022;1125;2022
1;1;1;201;1114;1114;Giaglione;;TO;0;0;592;2021;33,3830;2022;590;2022
1;1;1;201;1115;1115;Giaveno;;TO;0;0;16214;2021;71,7379;2022;16254;2022
1;1;1;201;1116;1116;Givoletto;;TO;0;0;4095;2021;12,8199;2022;4113;2022
1;1;1;201;1117;1117;Gravere;;TO;0;0;666;2021;18,9872;2022;664;2022
1;1;1;201;1118;1118;Groscavallo;;TO;0;0;191;2021;92,0935;2022;192;2022
1;1;1;201;1119;1119;Grosso;;TO;0;0;987;2021;4,3296;2022;996;2022
1;1;1;201;1120;1120;Grugliasco;;TO;0;0;37090;2021;13,1375;2022;36898;2022
1;1;1;201;1121;1121;Ingria;;TO;0;0;42;2021;14,7505;2022;43;2022
1;1;1;201;1122;1122;Inverso Pinasca;;TO;0;0;697;2021;8,0293;2022;681;2022
1;1;1;201;1123;1123;Isolabella;;TO;0;0;375;2021;4,7718;2022;374;2022
1;1;1;201;1124;1124;Issiglio;;TO;0;0;409;2021;5,5042;2022;426;2022
1;1;1;201;1125;1125;Ivrea;;TO;0;0;22604;2021;30,1076;2022;22427;2022
1;1;1;201;1126;1126;La Cassa;;TO;0;0;1773;2021;12,0354;2022;1778;2022
1;1;1;201;1127;1127;La Loggia;;TO;0;0;8779;2021;12,7929;2022;8793;2022
1;1;1;201;1128;1128;Lanzo Torinese;;TO;0;0;4893;2021;10,2876;2022;4880;2022
1;1;1;201;1129;1129;Lauriano;;TO;0;0;1401;2021;14,2901;2022;1391;2022
1;1;1;201;1130;1130;Leini;;TO;0;0;16321;2021;31,9192;2022;16294;2022
1;1;1;201;1131;1131;Lemie;;TO;0;0;185;2021;45,6752;2022;161;2022
1;1;1;201;1132;1132;Lessolo;;TO;0;0;1777;2021;7,9365;2022;1749;2022
1;1;1;201;1133;1133;Levone;;TO;0;0;443;2021;5,3912;2022;441;2022
1;1;1;201;1134;1134;Locana;;TO;0;0;1339;2021;132,5175;2022;1318;2022
1;1;1;201;1135;1135;Lombardore;;TO;0;0;1670;2021;12,7157;2022;1698;2022
1;1;1;201;1136;1136;Lombriasco;;TO;0;0;1090;2021;7,2095;2022;1078;2022
1;1;1;201;1137;1137;Loranzè;;TO;0;0;1149;2021;4,1914;2022;1157;2022
1;1;1;201;1139;1139;Luserna San Giovanni;;TO;0;0;7162;2021;17,7414;2022;7168;2022
1;1;1;201;1140;1140;Lusernetta;;TO;0;0;480;2021;7,0398;2022;494;2022
1;1;1;201;1141;1141;Lusigliè;;TO;0;0;541;2021;5,2585;2022;543;2022
1;1;1;201;1142;1142;Macello;;TO;0;0;1155;2021;14,1404;2022;1152;2022
1;1;1;201;1143;1143;Maglione;;TO;0;0;419;2021;6,3132;2022;417;2022
1;1;1;201;1144;1144;Marentino;;TO;0;0;1300;2021;11,2599;2022;1279;2022
1;1;1;201;1145;1145;Massello;;TO;0;0;57;2021;38,2587;2022;57;2022
1;1;1;201;1146;1146;Mathi;;TO;0;0;3777;2021;7,0703;2022;3775;2022
1;1;1;201;1147;1147;Mattie;;TO;0;0;658;2021;28,6942;2022;672;2022
1;1;1;201;1148;1148;Mazzè;;TO;0;0;4181;2021;27,3281;2022;4248;2022
1;1;1;201;1149;1149;Meana di Susa;;TO;0;0;805;2021;16,5438;2022;804;2022
1;1;1;201;1150;1150;Mercenasco;;TO;0;0;1291;2021;12,6384;2022;1310;2022
1;1;1;201;1152;1152;Mezzenile;;TO;0;0;736;2021;29,0872;2022;728;2022
1;1;1;201;1153;1153;Mombello di Torino;;TO;0;0;387;2021;4,0825;2022;400;2022
1;1;1;201;1154;1154;Mompantero;;TO;0;0;642;2021;30,3331;2022;623;2022
1;1;1;201;1155;1155;Monastero di Lanzo;;TO;0;0;328;2021;17,6554;2022;334;2022
1;1;1;201;1156;1156;Moncalieri;;TO;0;0;56193;2021;47,5444;2022;56073;2022
1;1;1;201;1157;1157;Moncenisio;;TO;0;0;41;2021;4,5006;2022;47;2022
1;1;1;201;1158;1158;Montaldo Torinese;;TO;0;0;736;2021;4,6568;2022;725;2022
1;1;1;201;1159;1159;Montalenghe;;TO;0;0;970;2021;6,4681;2022;974;2022
1;1;1;201;1160;1160;Montalto Dora;;TO;0;0;3304;2021;7,3567;2022;3296;2022
1;1;1;201;1161;1161;Montanaro;;TO;0;0;5118;2021;20,9036;2022;5056;2022
1;1;1;201;1162;1162;Monteu da Po;;TO;0;0;858;2021;7,3897;2022;866;2022
1;1;1;201;1163;1163;Moriondo Torinese;;TO;0;0;853;2021;6,4898;2022;855;2022
1;1;1;201;1164;1164;Nichelino;;TO;0;0;46458;2021;20,6222;2022;46269;2022
1;1;1;201;1165;1165;Noasca;;TO;0;0;107;2021;78,0484;2022;108;2022
1;1;1;201;1166;1166;Nole;;TO;0;0;6803;2021;11,3530;2022;6763;2022
1;1;1;201;1167;1167;Nomaglio;;TO;0;0;283;2021;3,0743;2022;282;2022
1;1;1;201;1168;1168;;;TO;0;0;7830;2021;24,6422;2022;7790;2022
1;1;1;201;1169;1169;Novalesa;;TO;0;0;516;2021;28,5543;2022;513;2022
1;1;1;201;1170;1170;Oglianico;;TO;0;0;1455;2021;6,3030;2022;1446;2022
1;1;1;201;1171;1171;Orbassano;;TO;0;0;23044;2021;22,2081;2022;23076;2022
1;1;1;201;1172;1172;Orio Canavese;;TO;0;0;756;2021;7,1541;2022;746;2022
1;1;1;201;1173;1173;Osasco;;TO;0;0;1153;2021;5,4886;2022;1150;2022
1;1;1;201;1174;1174;Osasio;;TO;0;0;936;2021;4,5771;2022;929;2022
1;1;1;201;1175;1175;Oulx;;TO;0;0;3293;2021;99,7859;2022;3278;2022
1;1;1;201;1176;1176;Ozegna;;TO;0;0;1176;2021;5,4058;2022;1177;2022
1;1;1;201;1177;1177;Palazzo Canavese;;TO;0;0;839;2021;5,0819;2022;834;2022
1;1;1;201;1178;1178;Pancalieri;;TO;0;0;1992;2021;15,8885;2022;1991;2022
1;1;1;201;1179;1179;Parella;;TO;0;0;412;2021;2,6886;2022;411;2022
1;1;1;201;1180;1180;Pavarolo;;TO;0;0;1148;2021;4,4056;2022;1168;2022
1;1;1;201;1181;1181;Pavone Canavese;;TO;0;0;3635;2021;11,5399;2022;3607;2022
1;1;1;201;1183;1183;Pecetto Torinese;;TO;0;0;4046;2021;9,1482;2022;4028;2022
1;1;1;201;1184;1184;Perosa Argentina;;TO;0;0;3094;2021;26,0905;2022;3082;2022
1;1;1;201;1185;1185;Perosa Canavese;;TO;0;0;525;2021;4,7080;2022;514;2022
1;1;1;201;1186;1186;Perrero;;TO;0;0;583;2021;63,3937;2022;571;2022
1;1;1;201;1187;1187;Pertusio;;TO;0;0;752;2021;4,0041;2022;747;2022
1;1;1;201;1188;1188;Pessinetto;;TO;0;0;608;2021;5,3498;2022;584;2022
1;1;1;201;1189;1189;Pianezza;;TO;0;0;15449;2021;16,4634;2022;15455;2022
1;1;1;201;1190;1190;Pinasca;;TO;0;0;2853;2021;34,7185;2022;2826;2022
1;1;1;201;1191;1191;Pinerolo;;TO;0;0;35440;2021;50,3375;2022;35417;2022
1;1;1;201;1192;1192;Pino Torinese;;TO;0;0;8333;2021;21,8153;2022;8431;2022
1;1;1;201;1193;1193;Piobesi Torinese;;TO;0;0;3818;2021;19,6488;2022;3803;2022
1;1;1;201;1194;1194;Piossasco;;TO;0;0;18087;2021;40,1458;2022;18016;2022
1;1;1;201;1195;1195;Piscina;;TO;0;0;3319;2021;9,9033;2022;3286;2022
1;1;1;201;1196;1196;Piverone;;TO;0;0;1302;2021;11,0347;2022;1283;2022
1;1;1;201;1197;1197;Poirino;;TO;0;0;10179;2021;75,6190;2022;10186;2022
1;1;1;201;1198;1198;Pomaretto;;TO;0;0;971;2021;8,5611;2022;966;2022
1;1;1;201;1199;1199;Pont Canavese;;TO;0;0;3087;2021;19,0611;2022;3017;2022
1;1;1;201;1200;1200;Porte;;TO;0;0;1079;2021;4,4477;2022;1094;2022
1;1;1;201;1201;1201;Pragelato;;TO;0;0;735;2021;89,2018;2022;738;2022
1;1;1;201;1202;1202;Prali;;TO;0;0;249;2021;72,6097;2022;255;2022
1;1;1;201;1203;1203;Pralormo;;TO;0;0;1899;2021;29,8460;2022;1905;2022
1;1;1;201;1204;1204;Pramollo;;TO;0;0;222;2021;22,4785;2022;218;2022
1;1;1;201;1205;1205;Prarostino;;TO;0;0;1255;2021;10,5051;2022;1249;2022
1;1;1;201;1206;1206;Prascorsano;;TO;0;0;726;2021;6,2419;2022;712;2022
1;1;1;201;1207;1207;Pratiglione;;TO;0;0;458;2021;7,8802;2022;460;2022
1;1;1;201;1208;1208;Quagliuzzo;;TO;0;0;333;2021;2,0379;2022;331;2022
1;1;1;201;1209;1209;Quassolo;;TO;0;0;339;2021;3,9560;2022;330;2022
1;1;1;201;1210;1210;Quincinetto;;TO;0;0;992;2021;17,7884;2022;979;2022
1;1;1;201;1211;1211;Reano;;TO;0;0;1753;2021;6,6657;2022;1738;2022
1;1;1;201;1212;1212;Ribordone;;TO;0;0;49;2021;43,6001;2022;50;2022
1;1;1;201;1213;1213;Rivalba;;TO;0;0;1158;2021;10,8333;2022;1143;2022
1;1;1;201;1214;1214;Rivalta di Torino;;TO;0;0;20172;2021;25,1076;2022;20224;2022
1;1;1;201;1215;1215;Riva presso Chieri;;TO;0;0;4750;2021;35,8330;2022;4731;2022
1;1;1;201;1216;1216;Rivara;;TO;0;0;2496;2021;12,5839;2022;2494;2022
1;1;1;201;1217;1217;Rivarolo Canavese;;TO;0;0;12280;2021;32,2460;2022;12291;2022
1;1;1;201;1218;1218;Rivarossa;;TO;0;0;1548;2021;10,8733;2022;1539;2022
1;1;1;201;1219;1219;Rivoli;;TO;0;0;47481;2021;29,5000;2022;47198;2022
1;1;1;201;1220;1220;Robassomero;;TO;0;0;3052;2021;8,5773;2022;3068;2022
1;1;1;201;1221;1221;Rocca Canavese;;TO;0;0;1667;2021;14,1910;2022;1694;2022
1;1;1;201;1222;1222;Roletto;;TO;0;0;1988;2021;9,7040;2022;1970;2022
1;1;1;201;1223;1223;Romano Canavese;;TO;0;0;2642;2021;11,2106;2022;2641;2022
1;1;1;201;1224;1224;Ronco Canavese;;TO;0;0;293;2021;96,2688;2022;273;2022
1;1;1;201;1225;1225;Rondissone;;TO;0;0;1849;2021;10,6878;2022;1924;2022
1;1;1;201;1226;1226;Rorà;;TO;0;0;227;2021;12,4078;2022;225;2022
1;1;1;201;1227;1227;Roure;;TO;0;0;765;2021;59,3733;2022;767;2022
1;1;1;201;1228;1228;Rosta;;TO;0;0;5056;2021;9,0649;2022;5099;2022
1;1;1;201;1229;1229;Rubiana;;TO;0;0;2391;2021;26,9371;2022;2406;2022
1;1;1;201;1230;1230;Rueglio;;TO;0;0;788;2021;15,1003;2022;791;2022
1;1;1;201;1231;1231;Salassa;;TO;0;0;1792;2021;4,9520;2022;1824;2022
1;1;1;201;1232;1232;Salbertrand;;TO;0;0;605;2021;38,3197;2022;606;2022
1;1;1;201;1233;1233;Salerano Canavese;;TO;0;0;458;2021;2,1034;2022;466;2022
1;1;1;201;1234;1234;Salza di Pinerolo;;TO;0;0;74;2021;15,6752;2022;67;2022
1;1;1;201;1235;1235;Samone;;TO;0;0;1468;2021;2,4329;2022;1490;2022
1;1;1;201;1236;1236;San Benigno Canavese;;TO;0;0;5999;2021;22,2315;2022;6068;2022
1;1;1;201;1237;1237;San Carlo Canavese;;TO;0;0;4010;2021;20,9068;2022;4039;2022
1;1;1;201;1238;1238;San Colombano Belmonte;;TO;0;0;358;2021;3,3808;2022;353;2022
1;1;1;201;1239;1239;San Didero;;TO;0;0;516;2021;3,3037;2022;508;2022
1;1;1;201;1240;1240;San Francesco al Campo;;TO;0;0;4847;2021;14,9795;2022;4843;2022
1;1;1;201;1241;1241;Sangano;;TO;0;0;3686;2021;6,6512;2022;3666;2022
1;1;1;201;1242;1242;San Germano Chisone;;TO;0;0;1691;2021;15,8619;2022;1715;2022
1;1;1;201;1243;1243;San Gillio;;TO;0;0;3217;2021;8,8867;2022;3244;2022
1;1;1;201;1244;1244;San Giorgio Canavese;;TO;0;0;2534;2021;20,4051;2022;2518;2022
1;1;1;201;1245;1245;San Giorio di Susa;;TO;0;0;987;2021;19,7367;2022;976;2022
1;1;1;201;1246;1246;San Giusto Canavese;;TO;0;0;3261;2021;9,6130;2022;3251;2022
1;1;1;201;1247;1247;San Martino Canavese;;TO;0;0;811;2021;9,7933;2022;796;2022
1;1;1;201;1248;1248;San Maurizio Canavese;;TO;0;0;10228;2021;17,3443;2022;10276;2022
1;1;1;201;1249;1249;San Mauro Torinese;;TO;0;0;18635;2021;12,5489;2022;18564;2022
1;1;1;201;1250;1250;San Pietro Val Lemina;;TO;0;0;1457;2021;12,4441;2022;1469;2022
1;1;1;201;1251;1251;San Ponso;;TO;0;0;248;2021;2,1243;2022;238;2022
1;1;1;201;1252;1252;San Raffaele Cimena;;TO;0;0;3146;2021;11,1226;2022;3138;2022
1;1;1;201;1253;1253;San Sebastiano da Po;;TO;0;0;1861;2021;16,5783;2022;1872;2022
1;1;1;201;1254;1254;San Secondo di Pinerolo;;TO;0;0;3597;2021;12,5720;2022;3641;2022
1;1;1;201;1255;1255;Sant'Ambrogio di Torino;;TO;0;0;4597;2021;8,3684;2022;4604;2022
1;1;1;201;1256;1256;Sant'Antonino di Susa;;TO;0;0;4064;2021;9,7947;2022;4076;2022
1;1;1;201;1257;1257;Santena;;TO;0;0;10531;2021;16,1984;2022;10444;2022
1;1;1;201;1258;1258;Sauze di Cesana;;TO;0;0;251;2021;78,2773;2022;241;2022
1;1;1;201;1259;1259;Sauze d'Oulx;;TO;0;0;1043;2021;17,3112;2022;1015;2022
1;1;1;201;1260;1260;Scalenghe;;TO;0;0;3244;2021;31,6768;2022;3201;2022
1;1;1;201;1261;1261;Scarmagno;;TO;0;0;802;2021;8,0309;2022;793;2022
1;1;1;201;1262;1262;Sciolze;;TO;0;0;1463;2021;11,3557;2022;1449;2022
1;1;1;201;1263;1263;Sestriere;;TO;0;0;919;2021;25,9159;2022;927;2022
1;1;1;201;1264;1264;Settimo Rottaro;;TO;0;0;473;2021;6,0579;2022;470;2022
1;1;1;201;1265;1265;Settimo Torinese;;TO;0;0;46056;2021;31,3902;2022;45853;2022
1;1;1;201;1266;1266;Settimo Vittone;;TO;0;0;1491;2021;23,2614;2022;1509;2022
1;1;1;201;1267;1267;Sparone;;TO;0;0;928;2021;29,6786;2022;940;2022
1;1;1;201;1268;1268;Strambinello;;TO;0;0;260;2021;2,2140;2022;261;2022
1;1;1;201;1269;1269;Strambino;;TO;0;0;6080;2021;22,4686;2022;6053;2022
1;1;1;201;1270;1270;Susa;;TO;0;0;5940;2021;10,9880;2022;5911;2022
1;1;1;201;1271;1271;Tavagnasco;;TO;0;0;745;2021;8,6750;2022;746;2022
1;1;1;201;1272;1272;Torino;;TO;1;1;848748;2021;130,0547;2022;847398;2022
1;1;1;201;1273;1273;Torrazza Piemonte;;TO;0;0;3000;2021;9,8239;2022;3017;2022
1;1;1;201;1274;1274;Torre Canavese;;TO;0;0;620;2021;5,4545;2022;630;2022
1;1;1;201;1275;1275;Torre Pellice;;TO;0;0;4591;2021;21,0981;2022;4574;2022
1;1;1;201;1276;1276;Trana;;TO;0;0;3813;2021;16,4058;2022;3778;2022
1;1;1;201;1278;1278;Traversella;;TO;0;0;319;2021;39,3600;2022;311;2022
1;1;1;201;1279;1279;Traves;;TO;0;0;486;2021;10,4544;2022;503;2022
1;1;1;201;1280;1280;Trofarello;;TO;0;0;10580;2021;12,3476;2022;10581;2022
1;1;1;201;1281;1281;Usseaux;;TO;0;0;178;2021;37,9669;2022;175;2022
1;1;1;201;1282;1282;Usseglio;;TO;0;0;195;2021;98,5378;2022;189;2022
1;1;1;201;1283;1283;Vaie;;TO;0;0;1389;2021;7,2293;2022;1383;2022
1;1;1;201;1284;1284;Val della Torre;;TO;0;0;3982;2021;36,5262;2022;3979;2022
1;1;1;201;1285;1285;Valgioie;;TO;0;0;976;2021;9,1197;2022;950;2022
1;1;1;201;1286;1286;Vallo Torinese;;TO;0;0;780;2021;6,0792;2022;782;2022
1;1;1;201;1287;1287;Valperga;;TO;0;0;2974;2021;11,9095;2022;2974;2022
1;1;1;201;1288;1288;Valprato Soana;;TO;0;0;90;2021;71,8553;2022;89;2022
