Codice Ripartizione geografica;Codice Regione;Codice Provincia (Storico);Codice Provincia/Uts;Codice Comune (alfanumerico);Codice Comune (numerico);Comune;Comune (dizione straniera);Sigla automobilistica;Capoluogo di Provincia/Uts;Capoluogo di Regione;Popolazione legale;Anno Censimento;Superficie (Kmq);Anno (Superficie);Popolazione residente;Anno (Popolazione residente)
1;1;6;6;6024;6024;Brignano-Frascata;;AL;0;0;426;2021;17,5285;2022;422;2022
1;1;6;6;6025;6025;Cabella Ligure;;AL;0;0;468;2021;46,6333;2022;464;2022
1;1;6;6;6026;6026;Camagna Monferrato;;AL;0;0;468;2021;9,2494;2022;469;2022
1;1;6;6;6027;6027;Camino;;AL;0;0;736;2021;18,4375;2022;733;2022
1;1;6;6;6028;6028;Cantalupo Ligure;;AL;0;0;454;2021;24,0617;2022;444;2022
1;1;6;6;6029;6029;Capriata d'Orba;;AL;0;0;1777;2021;28,4663;2022;1769;2022
1;1;6;6;6030;6030;Carbonara Scrivia;;AL;0;0;1104;2021;5,0525;2022;1128;2022
1;1;6;6;6031;6031;Carentino;;AL;0;0;321;2021;9,7893;2022;330;2022
1;1;6;6;6032;6032;Carezzano;;AL;0;0;426;2021;10,4834;2022;428;2022
1;1;6;6;6033;6033;Carpeneto;;AL;0;0;911;2021;13,3393;2022;890;2022
1;1;6;6;6034;6034;Carrega Ligure;;AL;0;0;88;2021;55,2555;2022;86;2022
1;1;6;6;6035;6035;Carrosio;;AL;0;0;494;2021;6,9234;2022;488;2022
1;1;6;6;6036;6036;Cartosio;;AL;0;0;720;2021;16,3413;2022;718;2022
1;1;6;6;6037;6037;Casal Cermelli;;AL;0;0;1182;2021;11,9646;2022;1193;2022
1;1;6;6;6038;6038;Casaleggio Boiro;;AL;0;0;370;2021;12,0105;2022;356;2022
1;1;6;6;6039;6039;Casale Monferrato;;AL;0;0;32399;2021;86,2099;2022;32320;2022
1;1;6;6;6040;6040;Casalnoceto;;AL;0;0;969;2021;12,9868;2022;978;2022
1;1;6;6;6041;6041;Casasco;;AL;0;0;121;2021;9,0373;2022;115;2022
1;1;6;6;6043;6043;Cassine;;AL;0;0;2821;2021;33,0924;2022;2815;2022
1;1;6;6;6044;6044;Cassinelle;;AL;0;0;852;2021;23,7720;2022;869;2022
1;1;6;6;6045;6045;Castellania Coppi;;AL;0;0;88;2021;7,2090;2022;86;2022
1;1;6;6;6046;6046;Castellar Guidobono;;AL;0;0;398;2021;2,4829;2022;400;2022
1;1;6;6;6047;6047;Castellazzo Bormida;;AL;0;0;4435;2021;45,1281;2022;4462;2022
1;1;6;6;6048;6048;Castelletto d'Erro;;AL;0;0;135;2021;4,6600;2022;130;2022
1;1;6;6;6049;6049;Castelletto d'Orba;;AL;0;0;1855;2021;13,9770;2022;1812;2022
1;1;6;6;6050;6050;Castelletto Merli;;AL;0;0;452;2021;11,5910;2022;455;2022
1;1;6;6;6051;6051;Castelletto Monferrato;;AL;0;0;1443;2021;9,5776;2022;1467;2022
1;1;6;6;6052;6052;Castelnuovo Bormida;;AL;0;0;612;2021;13,1106;2022;627;2022
1;1;6;6;6053;6053;Castelnuovo Scrivia;;AL;0;0;4874;2021;45,4215;2022;4864;2022
1;1;6;6;6054;6054;Castelspina;;AL;0;0;392;2021;5,4872;2022;394;2022
1;1;6;6;6055;6055;Cavatore;;AL;0;0;261;2021;10,4466;2022;262;2022
1;1;6;6;6056;6056;Cella Monte;;AL;0;0;467;2021;5,5526;2022;465;2022
1;1;6;6;6057;6057;Cereseto;;AL;0;0;396;2021;10,4427;2022;389;2022
1;1;6;6;6058;6058;Cerreto Grue;;AL;0;0;302;2021;4,7470;2022;291;2022
1;1;6;6;6059;6059;Cerrina Monferrato;;AL;0;0;1309;2021;17,3008;2022;1316;2022
1;1;6;6;6060;6060;Coniolo;;AL;0;0;445;2021;10,2961;2022;444;2022
1;1;6;6;6061;6061;Conzano;;AL;0;0;951;2021;11,6115;2022;933;2022
1;1;6;6;6062;6062;Costa Vescovato;;AL;0;0;316;2021;7,8996;2022;316;2022
1;1;6;6;6063;6063;Cremolino;;AL;0;0;1012;2021;14,3874;2022;986;2022
1;1;6;6;6065;6065;Denice;;AL;0;0;171;2021;7,4620;2022;170;2022
1;1;6;6;6066;6066;Dernice;;AL;0;0;180;2021;18,2764;2022;177;2022
1;1;6;6;6067;6067;Fabbrica Curone;;AL;0;0;586;2021;53,8486;2022;570;2022
1;1;6;6;6068;6068;Felizzano;;AL;0;0;2131;2021;25,0136;2022;2111;2022
1;1;6;6;6069;6069;Fraconalto;;AL;0;0;303;2021;17,6162;2022;301;2022
1;1;6;6;6070;6070;Francavilla Bisio;;AL;0;0;506;2021;7,7515;2022;525;2022
1;1;6;6;6071;6071;Frascaro;;AL;0;0;449;2021;5,2861;2022;425;2022
1;1;6;6;6072;6072;Frassinello Monferrato;;AL;0;0;470;2021;8,4310;2022;464;2022
1;1;6;6;6073;6073;Frassineto Po;;AL;0;0;1362;2021;29,4598;2022;1364;2022
1;1;6;6;6074;6074;Fresonara;;AL;0;0;623;2021;6,9336;2022;626;2022
1;1;6;6;6075;6075;Frugarolo;;AL;0;0;1893;2021;27,0431;2022;1867;2022
1;1;6;6;6076;6076;Fubine Monferrato;;AL;0;0;1577;2021;25,5337;2022;1590;2022
1;1;6;6;6077;6077;Gabiano;;AL;0;0;1022;2021;17,7683;2022;1029;2022
1;1;6;6;6078;6078;Gamalero;;AL;0;0;817;2021;12,1544;2022;802;2022
1;1;6;6;6079;6079;Garbagna;;AL;0;0;615;2021;20,7166;2022;609;2022
1;1;6;6;6081;6081;Gavi;;AL;0;0;4444;2021;45,0432;2022;4416;2022
1;1;6;6;6082;6082;Giarole;;AL;0;0;671;2021;5,4494;2022;688;2022
1;1;6;6;6083;6083;Gremiasco;;AL;0;0;292;2021;17,3843;2022;280;2022
1;1;6;6;6084;6084;Grognardo;;AL;0;0;221;2021;9,0802;2022;229;2022
1;1;6;6;6085;6085;Grondona;;AL;0;0;476;2021;25,9430;2022;472;2022
1;1;6;6;6086;6086;Guazzora;;AL;0;0;292;2021;2,8022;2022;289;2022
1;1;6;6;6087;6087;Isola Sant'Antonio;;AL;0;0;644;2021;23,5481;2022;620;2022
1;1;6;6;6088;6088;Lerma;;AL;0;0;801;2021;14,5357;2022;793;2022
1;1;6;6;6090;6090;Malvicino;;AL;0;0;79;2021;9,0350;2022;76;2022
1;1;6;6;6091;6091;Masio;;AL;0;0;1278;2021;22,2320;2022;1257;2022
1;1;6;6;6092;6092;Melazzo;;AL;0;0;1258;2021;19,7374;2022;1221;2022
1;1;6;6;6093;6093;Merana;;AL;0;0;185;2021;9,1997;2022;185;2022
1;1;6;6;6094;6094;Mirabello Monferrato;;AL;0;0;1211;2021;13,2358;2022;1215;2022
1;1;6;6;6095;6095;Molare;;AL;0;0;2013;2021;32,5044;2022;1989;2022
1;1;6;6;6096;6096;Molino dei Torti;;AL;0;0;565;2021;2,7529;2022;568;2022
1;1;6;6;6097;6097;Mombello Monferrato;;AL;0;0;925;2021;19,6940;2022;911;2022
1;1;6;6;6098;6098;Momperone;;AL;0;0;195;2021;8,5400;2022;200;2022
1;1;6;6;6099;6099;Moncestino;;AL;0;0;196;2021;6,5183;2022;190;2022
1;1;6;6;6100;6100;Mongiardino Ligure;;AL;0;0;154;2021;29,0329;2022;150;2022
1;1;6;6;6101;6101;Monleale;;AL;0;0;553;2021;9,6176;2022;554;2022
1;1;6;6;6102;6102;Montacuto;;AL;0;0;251;2021;23,7473;2022;248;2022
1;1;6;6;6103;6103;Montaldeo;;AL;0;0;232;2021;5,3757;2022;215;2022
1;1;6;6;6104;6104;Montaldo Bormida;;AL;0;0;608;2021;5,7240;2022;605;2022
1;1;6;6;6105;6105;Montecastello;;AL;0;0;290;2021;7,4868;2022;284;2022
1;1;6;6;6106;6106;Montechiaro d'Acqui;;AL;0;0;501;2021;17,5981;2022;506;2022
1;1;6;6;6107;6107;Montegioco;;AL;0;0;284;2021;5,4513;2022;282;2022
1;1;6;6;6108;6108;Montemarzino;;AL;0;0;311;2021;9,8515;2022;306;2022
1;1;6;6;6109;6109;Morano sul Po;;AL;0;0;1319;2021;17,7090;2022;1289;2022
1;1;6;6;6110;6110;Morbello;;AL;0;0;389;2021;23,9524;2022;381;2022
1;1;6;6;6111;6111;Mornese;;AL;0;0;710;2021;13,2196;2022;689;2022
1;1;6;6;6112;6112;Morsasco;;AL;0;0;606;2021;10,2943;2022;614;2022
1;1;6;6;6113;6113;Murisengo;;AL;0;0;1291;2021;15,3099;2022;1269;2022
1;1;6;6;6114;6114;Novi Ligure;;AL;0;0;27449;2021;55,1949;2022;27394;2022
1;1;6;6;6115;6115;Occimiano;;AL;0;0;1242;2021;22,4629;2022;1232;2022
1;1;6;6;6116;6116;Odalengo Grande;;AL;0;0;407;2021;15,5460;2022;415;2022
1;1;6;6;6117;6117;Odalengo Piccolo;;AL;0;0;239;2021;7,5707;2022;223;2022
1;1;6;6;6118;6118;Olivola;;AL;0;0;114;2021;2,6908;2022;111;2022
1;1;6;6;6119;6119;Orsara Bormida;;AL;0;0;400;2021;5,0996;2022;392;2022
1;1;6;6;6120;6120;Ottiglio;;AL;0;0;594;2021;14,5434;2022;585;2022
1;1;6;6;6121;6121;Ovada;;AL;0;0;10873;2021;35,3721;2022;10788;2022
1;1;6;6;6122;6122;Oviglio;;AL;0;0;1196;2021;27,3668;2022;1193;2022
1;1;6;6;6123;6123;Ozzano Monferrato;;AL;0;0;1366;2021;15,1836;2022;1349;2022
1;1;6;6;6124;6124;Paderna;;AL;0;0;198;2021;4,4198;2022;193;2022
1;1;6;6;6125;6125;Pareto;;AL;0;0;517;2021;41,7377;2022;498;2022
1;1;6;6;6126;6126;Parodi Ligure;;AL;0;0;614;2021;12,5365;2022;602;2022
1;1;6;6;6127;6127;Pasturana;;AL;0;0;1286;2021;5,2811;2022;1285;2022
1;1;6;6;6128;6128;Pecetto di Valenza;;AL;0;0;1166;2021;11,3546;2022;1181;2022
1;1;6;6;6129;6129;Pietra Marazzi;;AL;0;0;867;2021;7,9973;2022;890;2022
1;1;6;6;6131;6131;Pomaro Monferrato;;AL;0;0;313;2021;13,4426;2022;303;2022
1;1;6;6;6132;6132;Pontecurone;;AL;0;0;3427;2021;29,7043;2022;3467;2022
1;1;6;6;6133;6133;Pontestura;;AL;0;0;1312;2021;18,9178;2022;1325;2022
1;1;6;6;6134;6134;Ponti;;AL;0;0;544;2021;11,9675;2022;514;2022
1;1;6;6;6135;6135;Ponzano Monferrato;;AL;0;0;315;2021;11,6498;2022;332;2022
1;1;6;6;6136;6136;Ponzone;;AL;0;0;999;2021;69,0285;2022;1001;2022
1;1;6;6;6137;6137;Pozzol Groppo;;AL;0;0;296;2021;14,0867;2022;295;2022
1;1;6;6;6138;6138;Pozzolo Formigaro;;AL;0;0;4513;2021;36,1764;2022;4516;2022
1;1;6;6;6139;6139;Prasco;;AL;0;0;479;2021;5,9723;2022;503;2022
1;1;6;6;6140;6140;Predosa;;AL;0;0;1895;2021;33,0071;2022;1900;2022
1;1;6;6;6141;6141;Quargnento;;AL;0;0;1347;2021;36,1646;2022;1348;2022
1;1;6;6;6142;6142;Quattordio;;AL;0;0;1497;2021;17,7334;2022;1468;2022
1;1;6;6;6143;6143;Ricaldone;;AL;0;0;612;2021;10,5150;2022;613;2022
1;1;6;6;6144;6144;Rivalta Bormida;;AL;0;0;1394;2021;10,0518;2022;1374;2022
1;1;6;6;6145;6145;Rivarone;;AL;0;0;393;2021;6,0734;2022;392;2022
1;1;6;6;6146;6146;Roccaforte Ligure;;AL;0;0;123;2021;20,5892;2022;129;2022
1;1;6;6;6147;6147;Rocca Grimalda;;AL;0;0;1430;2021;15,4613;2022;1405;2022
1;1;6;6;6148;6148;Rocchetta Ligure;;AL;0;0;218;2021;10,1543;2022;223;2022
1;1;6;6;6149;6149;Rosignano Monferrato;;AL;0;0;1458;2021;19,2796;2022;1418;2022
1;1;6;6;6150;6150;Sala Monferrato;;AL;0;0;340;2021;7,5754;2022;332;2022
1;1;6;6;6151;6151;Sale;;AL;0;0;3916;2021;44,9150;2022;3885;2022
1;1;6;6;6152;6152;San Cristoforo;;AL;0;0;542;2021;3,5707;2022;535;2022
1;1;6;6;6153;6153;San Giorgio Monferrato;;AL;0;0;1201;2021;7,1153;2022;1205;2022
1;1;6;6;6154;6154;San Salvatore Monferrato;;AL;0;0;4045;2021;31,6916;2022;4013;2022
1;1;6;6;6155;6155;San Sebastiano Curone;;AL;0;0;525;2021;3,8925;2022;536;2022
1;1;6;6;6156;6156;Sant'Agata Fossili;;AL;0;0;367;2021;7,7063;2022;364;2022
1;1;6;6;6157;6157;Sardigliano;;AL;0;0;386;2021;12,7430;2022;380;2022
1;1;6;6;6158;6158;Sarezzano;;AL;0;0;1124;2021;13,8531;2022;1106;2022
1;1;6;6;6159;6159;Serralunga di Crea;;AL;0;0;509;2021;8,8425;2022;503;2022
1;1;6;6;6160;6160;Serravalle Scrivia;;AL;0;0;5878;2021;15,9473;2022;5900;2022
1;1;6;6;6161;6161;Sezzadio;;AL;0;0;1174;2021;34,3196;2022;1153;2022
1;1;6;6;6162;6162;Silvano d'Orba;;AL;0;0;1914;2021;12,1680;2022;1895;2022
1;1;6;6;6163;6163;Solero;;AL;0;0;1565;2021;22,5538;2022;1572;2022
1;1;6;6;6164;6164;Solonghello;;AL;0;0;195;2021;4,9533;2022;196;2022
1;1;6;6;6165;6165;Spigno Monferrato;;AL;0;0;923;2021;54,8539;2022;901;2022
1;1;6;6;6166;6166;Spineto Scrivia;;AL;0;0;367;2021;3,9541;2022;381;2022
1;1;6;6;6167;6167;Stazzano;;AL;0;0;2337;2021;17,9146;2022;2298;2022
1;1;6;6;6168;6168;Strevi;;AL;0;0;1896;2021;15,2889;2022;1932;2022
1;1;6;6;6169;6169;Tagliolo Monferrato;;AL;0;0;1503;2021;26,2113;2022;1494;2022
1;1;6;6;6170;6170;Tassarolo;;AL;0;0;599;2021;7,0350;2022;589;2022
1;1;6;6;6171;6171;Terruggia;;AL;0;0;912;2021;7,2660;2022;882;2022
1;1;6;6;6172;6172;Terzo;;AL;0;0;838;2021;8,7959;2022;821;2022
1;1;6;6;6173;6173;Ticineto;;AL;0;0;1307;2021;8,1813;2022;1316;2022
1;1;6;6;6174;6174;Tortona;;AL;0;0;26461;2021;98,8665;2022;26465;2022
1;1;6;6;6175;6175;Treville;;AL;0;0;258;2021;4,6032;2022;260;2022
1;1;6;6;6176;6176;Trisobbio;;AL;0;0;667;2021;9,2193;2022;652;2022
1;1;6;6;6177;6177;Valenza;;AL;0;0;18090;2021;48,4945;2022;18065;2022
1;1;6;6;6178;6178;Valmacca;;AL;0;0;966;2021;12,2936;2022;969;2022
1;1;6;6;6179;6179;Vignale Monferrato;;AL;0;0;943;2021;18,7257;2022;912;2022
1;1;6;6;6180;6180;Vignole Borbera;;AL;0;0;2022;2021;8,6455;2022;2031;2022
1;1;6;6;6181;6181;Viguzzolo;;AL;0;0;3054;2021;18,3072;2022;3025;2022
1;1;6;6;6182;6182;Villadeati;;AL;0;0;481;2021;14,4926;2022;482;2022
1;1;6;6;6183;6183;Villalvernia;;AL;0;0;876;2021;4,4416;2022;864;2022
1;1;6;6;6184;6184;Villamiroglio;;AL;0;0;299;2021;9,8686;2022;295;2022
1;1;6;6;6185;6185;Villanova Monferrato;;AL;0;0;1748;2021;16,5563;2022;1726;2022
1;1;6;6;6186;6186;Villaromagnano;;AL;0;0;653;2021;6,0672;2022;646;2022
1;1;6;6;6187;6187;Visone;;AL;0;0;1138;2021;12,5616;2022;1141;2022
1;1;6;6;6188;6188;Volpedo;;AL;0;0;1157;2021;10,4833;2022;1152;2022
1;1;6;6;6189;6189;Volpeglino;;AL;0;0;134;2021;3,2458;2022;132;2022
1;1;6;6;6190;6190;Voltaggio;;AL;0;0;667;2021;52,1828;2022;656;2022
1;1;6;6;6191;6191;Cassano Spinola;;AL;0;0;1825;2021;17,1590;2022;1801;2022
1;1;6;6;6192;6192;Alluvioni Piovera;;AL;0;0;1616;2021;24,7844;2022;1616;2022
1;1;6;6;6193;6193;Lu e Cuccaro Monferrato;;AL;0;0;1330;2021;27,0951;2022;1306;2022
1;2;7;7;7001;7001;Allein;;AO;0;0;211;2021;7,9640;2022;208;2022
1;2;7;7;7002;7002;Antey-Saint-André;;AO;0;0;542;2021;11,8126;2022;539;2022
1;2;7;7;7003;7003;Aosta;;AO;1;1;33223;2021;21,3922;2022;33154;2022
1;2;7;7;7004;7004;Arnad;;AO;0;0;1249;2021;28,8405;2022;1232;2022
1;2;7;7;7005;7005;Arvier;;AO;0;0;833;2021;33,3596;2022;820;2022
1;2;7;7;7006;7006;Avise;;AO;0;0;299;2021;52,6166;2022;301;2022
1;2;7;7;7007;7007;Ayas;;AO;0;0;1359;2021;129,4208;2022;1364;2022
1;2;7;7;7008;7008;Aymavilles;;AO;0;0;2114;2021;53,2435;2022;2098;2022
1;2;7;7;7009;7009;Bard;;AO;0;0;108;2021;3,0315;2022;108;2022
1;2;7;7;7010;7010;Bionaz;;AO;0;0;218;2021;142,0904;2022;221;2022
1;2;7;7;7011;7011;Brissogne;;AO;0;0;948;2021;25,5436;2022;965;2022
1;2;7;7;7012;7012;Brusson;;AO;0;0;861;2021;55,2569;2022;848;2022
1;2;7;7;7013;7013;Challand-Saint-Anselme;;AO;0;0;742;2021;27,9864;2022;745;2022
1;2;7;7;7014;7014;Challand-Saint-Victor;;AO;0;0;547;2021;25,1589;2022;551;2022
1;2;7;7;7015;7015;Chambave;;AO;0;0;886;2021;21,5416;2022;875;2022
1;2;7;7;7016;7016;Chamois;;AO;0;0;109;2021;14,5283;2022;107;2022
1;2;7;7;7017;7017;Champdepraz;;AO;0;0;717;2021;48,7924;2022;730;2022
1;2;7;7;7018;7018;Champorcher;;AO;0;0;374;2021;68,4323;2022;367;2022
1;2;7;7;7019;7019;Charvensod;;AO;0;0;2367;2021;25,8619;2022;2412;2022
1;2;7;7;7020;7020;Châtillon;;AO;0;0;4402;2021;39,6811;2022;4370;2022
1;2;7;7;7021;7021;Cogne;;AO;0;0;1315;2021;213,0366;2022;1312;2022
1;2;7;7;7022;7022;Courmayeur;;AO;0;0;2615;2021;209,6058;2022;2608;2022
1;2;7;7;7023;7023;Donnas;;AO;0;0;2389;2021;33,9756;2022;2419;2022
1;2;7;7;7024;7024;Doues;;AO;0;0;502;2021;16,2542;2022;511;2022
1;2;7;7;7025;7025;Emarèse;;AO;0;0;220;2021;10,2330;2022;229;2022
1;2;7;7;7026;7026;Etroubles;;AO;0;0;472;2021;39,5692;2022;478;2022
1;2;7;7;7027;7027;Fénis;;AO;0;0;1788;2021;68,1198;2022;1772;2022
1;2;7;7;7028;7028;Fontainemore;;AO;0;0;425;2021;31,7086;2022;419;2022
1;2;7;7;7029;7029;Gaby;;AO;0;0;424;2021;32,8795;2022;420;2022
1;2;7;7;7030;7030;Gignod;;AO;0;0;1699;2021;25,9833;2022;1679;2022
1;2;7;7;7031;7031;Gressan;;AO;0;0;3390;2021;25,2939;2022;3360;2022
1;2;7;7;7032;7032;Gressoney-La-Trinité;;AO;0;0;332;2021;66,5155;2022;323;2022
1;2;7;7;7033;7033;Gressoney-Saint-Jean;;AO;0;0;799;2021;69,6469;2022;774;2022
1;2;7;7;7034;7034;Hône;;AO;0;0;1148;2021;12,6384;2022;1140;2022
1;2;7;7;7035;7035;Introd;;AO;0;0;642;2021;20,0381;2022;648;2022
1;2;7;7;7036;7036;Issime;;AO;0;0;378;2021;34,6742;2022;366;2022
1;2;7;7;7037;7037;Issogne;;AO;0;0;1323;2021;23,5840;2022;1301;2022
1;2;7;7;7038;7038;Jovençan;;AO;0;0;716;2021;7,0120;2022;704;2022
1;2;7;7;7039;7039;La Magdeleine;;AO;0;0;108;2021;8,9366;2022;103;2022
1;2;7;7;7040;7040;La Salle;;AO;0;0;2021;2021;83,9427;2022;2022;2022
1;2;7;7;7041;7041;La Thuile;;AO;0;0;816;2021;125,6666;2022;789;2022
1;2;7;7;7042;7042;Lillianes;;AO;0;0;432;2021;18,5455;2022;425;2022
1;2;7;7;7043;7043;Montjovet;;AO;0;0;1766;2021;18,7597;2022;1757;2022
1;2;7;7;7044;7044;Morgex;;AO;0;0;2058;2021;43,6277;2022;2059;2022
1;2;7;7;7045;7045;Nus;;AO;0;0;2988;2021;57,3588;2022;2989;2022
1;2;7;7;7046;7046;Ollomont;;AO;0;0;158;2021;53,4824;2022;170;2022
1;2;7;7;7047;7047;Oyace;;AO;0;0;209;2021;30,5598;2022;209;2022
1;2;7;7;7048;7048;Perloz;;AO;0;0;458;2021;23,2661;2022;459;2022
1;2;7;7;7049;7049;Pollein;;AO;0;0;1507;2021;15,3265;2022;1487;2022
1;2;7;7;7050;7050;Pontboset;;AO;0;0;171;2021;33,5584;2022;172;2022
1;2;7;7;7051;7051;Pontey;;AO;0;0;795;2021;15,7533;2022;790;2022
1;2;7;7;7052;7052;Pont-Saint-Martin;;AO;0;0;3553;2021;6,9217;2022;3541;2022
1;2;7;7;7053;7053;Pré-Saint-Didier;;AO;0;0;977;2021;33,4019;2022;981;2022
1;2;7;7;7054;7054;Quart;;AO;0;0;4089;2021;62,0249;2022;4107;2022
1;2;7;7;7055;7055;Rhêmes-Notre-Dame;;AO;0;0;81;2021;86,8333;2022;79;2022
1;2;7;7;7056;7056;Rhêmes-Saint-Georges;;AO;0;0;167;2021;36,3385;2022;163;2022
1;2;7;7;7057;7057;Roisan;;AO;0;0;1005;2021;14,6410;2022;1003;2022
1;2;7;7;7058;7058;Saint-Christophe;;AO;0;0;3484;2021;14,7362;2022;3482;2022
1;2;7;7;7059;7059;Saint-Denis;;AO;0;0;371;2021;11,3871;2022;362;2022
1;2;7;7;7060;7060;Saint-Marcel;;AO;0;0;1312;2021;42,3775;2022;1308;2022
1;2;7;7;7061;7061;Saint-Nicolas;;AO;0;0;321;2021;15,4576;2022;327;2022
1;2;7;7;7062;7062;Saint-Oyen;;AO;0;0;198;2021;9,4206;2022;200;2022
1;2;7;7;7063;7063;Saint-Pierre;;AO;0;0;3240;2021;26,1772;2022;3260;2022
1;2;7;7;7064;7064;Saint-Rhémy-en-Bosses;;AO;0;0;330;2021;64,8770;2022;334;2022
1;2;7;7;7065;7065;Saint-Vincent;;AO;0;0;4451;2021;20,5722;2022;4459;2022
1;2;7;7;7066;7066;Sarre;;AO;0;0;4755;2021;28,2904;2022;4826;2022
1;2;7;7;7067;7067;Torgnon;;AO;0;0;556;2021;42,4583;2022;556;2022
1;2;7;7;7068;7068;Valgrisenche;;AO;0;0;192;2021;113,4757;2022;191;2022
1;2;7;7;7069;7069;Valpelline;;AO;0;0;591;2021;31,4468;2022;595;2022
1;2;7;7;7070;7070;Valsavarenche;;AO;0;0;166;2021;138,2072;2022;161;2022
1;2;7;7;7071;7071;Valtournenche;;AO;0;0;2198;2021;116,1501;2022;2183;2022
1;2;7;7;7072;7072;Verrayes;;AO;0;0;1294;2021;22,3547;2022;1294;2022
1;2;7;7;7073;7073;Verrès;;AO;0;0;2578;2021;8,3870;2022;2541;2022
1;2;7;7;7074;7074;Villeneuve;;AO;0;0;1278;2021;8,7979;2022;1268;2022
1;7;8;8;8001;8001;Airole;;IM;0;0;363;2021;14,6268;2022;366;2022
1;7;8;8;8002;8002;Apricale;;IM;0;0;628;2021;19,9364;2022;625;2022
1;7;8;8;8003;8003;Aquila d'Arroscia;;IM;0;0;147;2021;10,0601;2022;142;2022
1;7;8;8;8004;8004;Armo;;IM;0;0;118;2021;10,0925;2022;117;2022
1;7;8;8;8005;8005;Aurigo;;IM;0;0;337;2021;9,1429;2022;331;2022
1;7;8;8;8006;8006;Badalucco;;IM;0;0;1068;2021;16,1378;2022;1075;2022
1;7;8;8;8007;8007;Bajardo;;IM;0;0;372;2021;24,3196;2022;382;2022
1;7;8;8;8008;8008;Bordighera;;IM;0;0;10130;2021;10,6993;2022;10193;2022
1;7;8;8;8009;8009;Borghetto d'Arroscia;;IM;0;0;408;2021;25,9386;2022;400;2022
1;7;8;8;8010;8010;Borgomaro;;IM;0;0;827;2021;23,4357;2022;817;2022
1;7;8;8;8011;8011;Camporosso;;IM;0;0;5577;2021;17,9485;2022;5608;2022
1;7;8;8;8012;8012;Caravonica;;IM;0;0;262;2021;4,4708;2022;253;2022
1;7;8;8;8014;8014;Castellaro;;IM;0;0;1267;2021;7,8606;2022;1286;2022
1;7;8;8;8015;8015;Castel Vittorio;;IM;0;0;261;2021;25,9282;2022;261;2022
1;7;8;8;8016;8016;Ceriana;;IM;0;0;1099;2021;31,7925;2022;1114;2022
1;7;8;8;8017;8017;Cervo;;IM;0;0;1118;2021;3,5948;2022;1090;2022
1;7;8;8;8018;8018;Cesio;;IM;0;0;273;2021;8,8570;2022;274;2022
1;7;8;8;8019;8019;Chiusanico;;IM;0;0;593;2021;13,5069;2022;593;2022
1;7;8;8;8020;8020;Chiusavecchia;;IM;0;0;513;2021;4,0917;2022;515;2022
1;7;8;8;8021;8021;Cipressa;;IM;0;0;1181;2021;9,3931;2022;1214;2022
1;7;8;8;8022;8022;Civezza;;IM;0;0;628;2021;3,8800;2022;620;2022
1;7;8;8;8023;8023;Cosio d'Arroscia;;IM;0;0;175;2021;40,5547;2022;171;2022
1;7;8;8;8024;8024;Costarainera;;IM;0;0;777;2021;2,5196;2022;776;2022
1;7;8;8;8025;8025;Diano Arentino;;IM;0;0;685;2021;8,3343;2022;701;2022
1;7;8;8;8026;8026;Diano Castello;;IM;0;0;2260;2021;6,1124;2022;2259;2022
1;7;8;8;8027;8027;Diano Marina;;IM;0;0;5628;2021;6,6615;2022;5552;2022
1;7;8;8;8028;8028;Diano San Pietro;;IM;0;0;1098;2021;11,9131;2022;1080;2022
1;7;8;8;8029;8029;Dolceacqua;;IM;0;0;2145;2021;20,2846;2022;2145;2022
1;7;8;8;8030;8030;Dolcedo;;IM;0;0;1273;2021;19,7953;2022;1249;2022
1;7;8;8;8031;8031;Imperia;;IM;1;0;41960;2021;45,4686;2022;42227;2022
1;7;8;8;8032;8032;Isolabona;;IM;0;0;677;2021;12,3465;2022;677;2022
1;7;8;8;8033;8033;Lucinasco;;IM;0;0;293;2021;7,8969;2022;297;2022
1;7;8;8;8034;8034;Mendatica;;IM;0;0;162;2021;30,6911;2022;166;2022
1;7;8;8;8035;8035;Molini di Triora;;IM;0;0;622;2021;58,0473;2022;613;2022
1;7;8;8;8037;8037;Montegrosso Pian Latte;;IM;0;0;120;2021;10,0261;2022;112;2022
1;7;8;8;8038;8038;Olivetta San Michele;;IM;0;0;201;2021;13,8375;2022;196;2022
1;7;8;8;8039;8039;Ospedaletti;;IM;0;0;3168;2021;5,4996;2022;3172;2022
1;7;8;8;8040;8040;Perinaldo;;IM;0;0;845;2021;20,2994;2022;827;2022
1;7;8;8;8041;8041;Pietrabruna;;IM;0;0;453;2021;10,2246;2022;451;2022
1;7;8;8;8042;8042;Pieve di Teco;;IM;0;0;1322;2021;40,5053;2022;1307;2022
1;7;8;8;8043;8043;Pigna;;IM;0;0;763;2021;53,2305;2022;751;2022
1;7;8;8;8044;8044;Pompeiana;;IM;0;0;852;2021;5,3803;2022;847;2022
1;7;8;8;8045;8045;Pontedassio;;IM;0;0;2341;2021;13,3126;2022;2363;2022
1;7;8;8;8046;8046;Pornassio;;IM;0;0;656;2021;27,2113;2022;626;2022
1;7;8;8;8047;8047;Prelà;;IM;0;0;482;2021;14,8027;2022;471;2022
1;7;8;8;8048;8048;Ranzo;;IM;0;0;558;2021;10,8563;2022;560;2022
1;7;8;8;8049;8049;Rezzo;;IM;0;0;312;2021;37,3675;2022;314;2022
