Codice Ripartizione geografica;Codice Regione;Codice Provincia/Uts;Codice Comune (alfanumerico);Codice Comune (numerico);Comune;Comune (dizione straniera);Sigla automobilistica;Capoluogo di Provincia/Uts;Capoluogo di Regione;Popolazione legale;Anno Censimento;Superficie (Kmq);Anno (Superficie);Popolazione residente;Anno (Popolazione residente)
1;1;1;1087;1087;Claviere;;TO;0;0;163.0;2001;2,6872;2002;168;2002
1;1;1;1088;1088;Coassolo Torinese;;TO;0;0;1470.0;2001;27,8788;2002;1484;2002
1;1;1;1089;1089;Coazze;;TO;0;0;2889.0;2001;56,5727;2002;2934;2002
1;1;1;1090;1090;Collegno;;TO;0;0;46641.0;2001;18,0993;2002;46945;2002
1;1;1;1091;1091;Colleretto Castelnuovo;;TO;0;0;316.0;2001;6,3321;2002;313;2002
1;1;1;1092;1092;Colleretto Giacosa;;TO;0;0;627.0;2001;4,5894;2002;623;2002
1;1;1;1093;1093;Condove;;TO;0;0;4380.0;2001;71,1131;2002;4363;2002
1;1;1;1094;1094;Corio;;TO;0;0;3163.0;2001;41,4914;2002;3199;2002
1;1;1;1095;1095;Cossano Canavese;;TO;0;0;550.0;2001;3,2384;2002;549;2002
1;1;1;1096;1096;Cuceglio;;TO;0;0;925.0;2001;6,8709;2002;930;2002
1;1;1;1097;1097;Cumiana;;TO;0;0;6846.0;2001;60,7335;2002;6973;2002
1;1;1;1098;1098;Cuorgnè;;TO;0;0;10032.0;2001;19,3133;2002;10017;2002
1;1;1;1099;1099;Druento;;TO;0;0;8235.0;2001;27,5395;2002;8231;2002
1;1;1;1100;1100;Exilles;;TO;0;0;284.0;2001;46,5474;2002;292;2002
1;1;1;1101;1101;Favria;;TO;0;0;4324.0;2001;14,8499;2002;4386;2002
1;1;1;1102;1102;Feletto;;TO;0;0;2344.0;2001;7,8929;2002;2349;2002
1;1;1;1103;1103;Fenestrelle;;TO;0;0;615.0;2001;49,4091;2002;608;2002
1;1;1;1104;1104;Fiano;;TO;0;0;2558.0;2001;12,0415;2002;2569;2002
1;1;1;1105;1105;Fiorano Canavese;;TO;0;0;868.0;2001;4,3457;2002;903;2002
1;1;1;1106;1106;Foglizzo;;TO;0;0;2183.0;2001;15,6427;2002;2153;2002
1;1;1;1107;1107;Forno Canavese;;TO;0;0;3716.0;2001;16,5075;2002;3703;2002
1;1;1;1108;1108;Frassinetto;;TO;0;0;287.0;2001;24,8185;2002;288;2002
1;1;1;1109;1109;Front;;TO;0;0;1628.0;2001;10,9482;2002;1616;2002
1;1;1;1110;1110;Frossasco;;TO;0;0;2707.0;2001;20,1488;2002;2749;2002
1;1;1;1111;1111;Garzigliana;;TO;0;0;544.0;2001;7,4018;2002;541;2002
1;1;1;1112;1112;Gassino Torinese;;TO;0;0;9015.0;2001;20,5108;2002;9102;2002
1;1;1;1113;1113;Germagnano;;TO;0;0;1294.0;2001;14,4442;2002;1254;2002
1;1;1;1114;1114;Giaglione;;TO;0;0;692.0;2001;33,3833;2002;677;2002
1;1;1;1115;1115;Giaveno;;TO;0;0;14554.0;2001;71,7376;2002;14608;2002
1;1;1;1116;1116;Givoletto;;TO;0;0;2188.0;2001;12,8200;2002;2219;2002
1;1;1;1117;1117;Gravere;;TO;0;0;682.0;2001;18,9870;2002;720;2002
1;1;1;1118;1118;Groscavallo;;TO;0;0;214.0;2001;92,0935;2002;221;2002
1;1;1;1119;1119;Grosso;;TO;0;0;988.0;2001;4,3296;2002;1007;2002
1;1;1;1120;1120;Grugliasco;;TO;0;0;38725.0;2001;13,1321;2002;38383;2002
1;1;1;1121;1121;Ingria;;TO;0;0;61.0;2001;14,7506;2002;62;2002
1;1;1;1122;1122;Inverso Pinasca;;TO;0;0;659.0;2001;8,0292;2002;649;2002
1;1;1;1123;1123;Isolabella;;TO;0;0;398.0;2001;4,7716;2002;408;2002
1;1;1;1124;1124;Issiglio;;TO;0;0;402.0;2001;5,5042;2002;391;2002
1;1;1;1125;1125;Ivrea;;TO;0;0;23536.0;2001;30,1075;2002;23512;2002
1;1;1;1126;1126;La Cassa;;TO;0;0;1326.0;2001;12,0353;2002;1393;2002
1;1;1;1127;1127;La Loggia;;TO;0;0;6485.0;2001;12,7825;2002;6496;2002
1;1;1;1128;1128;Lanzo Torinese;;TO;0;0;5141.0;2001;10,2876;2002;5173;2002
1;1;1;1129;1129;Lauriano;;TO;0;0;1398.0;2001;14,2900;2002;1439;2002
1;1;1;1130;1130;Leini;;TO;0;0;11946.0;2001;32,4355;2002;11981;2002
1;1;1;1131;1131;Lemie;;TO;0;0;218.0;2001;45,6753;2002;218;2002
1;1;1;1132;1132;Lessolo;;TO;0;0;1956.0;2001;7,9366;2002;1928;2002
1;1;1;1133;1133;Levone;;TO;0;0;491.0;2001;5,3912;2002;482;2002
1;1;1;1134;1134;Locana;;TO;0;0;1806.0;2001;132,5162;2002;1766;2002
1;1;1;1135;1135;Lombardore;;TO;0;0;1511.0;2001;12,7158;2002;1515;2002
1;1;1;1136;1136;Lombriasco;;TO;0;0;1004.0;2001;7,2096;2002;1007;2002
1;1;1;1137;1137;Loranzè;;TO;0;0;1003.0;2001;4,1914;2002;1011;2002
1;1;1;1138;1138;Lugnacco;;TO;0;0;338.0;2001;4,8835;2002;334;2002
1;1;1;1139;1139;Luserna San Giovanni;;TO;0;0;7866.0;2001;17,7414;2002;7803;2002
1;1;1;1140;1140;Lusernetta;;TO;0;0;496.0;2001;7,0398;2002;495;2002
1;1;1;1141;1141;Lusigliè;;TO;0;0;536.0;2001;5,2585;2002;535;2002
1;1;1;1142;1142;Macello;;TO;0;0;1153.0;2001;14,1404;2002;1146;2002
1;1;1;1143;1143;Maglione;;TO;0;0;488.0;2001;6,3129;2002;498;2002
1;1;1;1144;1144;Marentino;;TO;0;0;1190.0;2001;11,2593;2002;1248;2002
1;1;1;1145;1145;Massello;;TO;0;0;74.0;2001;38,2587;2002;71;2002
1;1;1;1146;1146;Mathi;;TO;0;0;3970.0;2001;7,0706;2002;3961;2002
1;1;1;1147;1147;Mattie;;TO;0;0;702.0;2001;28,6942;2002;715;2002
1;1;1;1148;1148;Mazzè;;TO;0;0;3973.0;2001;27,3424;2002;3979;2002
1;1;1;1149;1149;Meana di Susa;;TO;0;0;921.0;2001;16,5439;2002;924;2002
1;1;1;1150;1150;Mercenasco;;TO;0;0;1186.0;2001;12,6383;2002;1198;2002
1;1;1;1151;1151;Meugliano;;TO;0;0;109.0;2001;4,4420;2002;111;2002
1;1;1;1152;1152;Mezzenile;;TO;0;0;900.0;2001;29,0871;2002;902;2002
1;1;1;1153;1153;Mombello di Torino;;TO;0;0;395.0;2001;4,0825;2002;389;2002
1;1;1;1154;1154;Mompantero;;TO;0;0;668.0;2001;30,3332;2002;681;2002
1;1;1;1155;1155;Monastero di Lanzo;;TO;0;0;428.0;2001;17,6554;2002;397;2002
1;1;1;1156;1156;Moncalieri;;TO;0;0;53350.0;2001;47,5288;2002;53364;2002
1;1;1;1157;1157;Moncenisio;;TO;0;0;46.0;2001;4,5007;2002;44;2002
1;1;1;1158;1158;Montaldo Torinese;;TO;0;0;589.0;2001;4,6567;2002;578;2002
1;1;1;1159;1159;Montalenghe;;TO;0;0;890.0;2001;6,4681;2002;883;2002
1;1;1;1160;1160;Montalto Dora;;TO;0;0;3465.0;2001;7,3567;2002;3449;2002
1;1;1;1161;1161;Montanaro;;TO;0;0;5274.0;2001;20,9036;2002;5298;2002
1;1;1;1162;1162;Monteu da Po;;TO;0;0;828.0;2001;7,3896;2002;855;2002
1;1;1;1163;1163;Moriondo Torinese;;TO;0;0;763.0;2001;6,4895;2002;770;2002
1;1;1;1164;1164;Nichelino;;TO;0;0;47791.0;2001;20,5625;2002;47780;2002
1;1;1;1165;1165;Noasca;;TO;0;0;202.0;2001;78,0453;2002;202;2002
1;1;1;1166;1166;Nole;;TO;0;0;6242.0;2001;11,3531;2002;6329;2002
1;1;1;1167;1167;Nomaglio;;TO;0;0;333.0;2001;3,0743;2002;341;2002
1;1;1;1168;1168;;;TO;0;0;7761.0;2001;24,6422;2002;7777;2002
1;1;1;1169;1169;Novalesa;;TO;0;0;549.0;2001;28,5542;2002;555;2002
1;1;1;1170;1170;Oglianico;;TO;0;0;1291.0;2001;6,3030;2002;1333;2002
1;1;1;1171;1171;Orbassano;;TO;0;0;21581.0;2001;22,2079;2002;21689;2002
1;1;1;1172;1172;Orio Canavese;;TO;0;0;781.0;2001;7,1541;2002;788;2002
1;1;1;1173;1173;Osasco;;TO;0;0;944.0;2001;5,4885;2002;996;2002
1;1;1;1174;1174;Osasio;;TO;0;0;738.0;2001;4,5770;2002;744;2002
1;1;1;1175;1175;Oulx;;TO;0;0;2657.0;2001;99,7857;2002;2699;2002
1;1;1;1176;1176;Ozegna;;TO;0;0;1172.0;2001;5,4058;2002;1156;2002
1;1;1;1177;1177;Palazzo Canavese;;TO;0;0;782.0;2001;5,0819;2002;776;2002
1;1;1;1178;1178;Pancalieri;;TO;0;0;1884.0;2001;15,8878;2002;1923;2002
1;1;1;1179;1179;Parella;;TO;0;0;473.0;2001;2,6886;2002;471;2002
1;1;1;1180;1180;Pavarolo;;TO;0;0;920.0;2001;4,4056;2002;899;2002
1;1;1;1181;1181;Pavone Canavese;;TO;0;0;3776.0;2001;11,5400;2002;3778;2002
1;1;1;1182;1182;Pecco;;TO;0;0;224.0;2001;1,5680;2002;243;2002
1;1;1;1183;1183;Pecetto Torinese;;TO;0;0;3690.0;2001;9,1730;2002;3725;2002
1;1;1;1184;1184;Perosa Argentina;;TO;0;0;3731.0;2001;26,0906;2002;3667;2002
1;1;1;1185;1185;Perosa Canavese;;TO;0;0;559.0;2001;4,7080;2002;558;2002
1;1;1;1186;1186;Perrero;;TO;0;0;773.0;2001;63,1830;2002;753;2002
1;1;1;1187;1187;Pertusio;;TO;0;0;699.0;2001;4,0041;2002;707;2002
1;1;1;1188;1188;Pessinetto;;TO;0;0;607.0;2001;5,3498;2002;594;2002
1;1;1;1189;1189;Pianezza;;TO;0;0;11236.0;2001;16,4634;2002;11244;2002
1;1;1;1190;1190;Pinasca;;TO;0;0;2952.0;2001;34,7183;2002;2947;2002
1;1;1;1191;1191;Pinerolo;;TO;0;0;33494.0;2001;50,3376;2002;33523;2002
1;1;1;1192;1192;Pino Torinese;;TO;0;0;8234.0;2001;21,8196;2002;8279;2002
1;1;1;1193;1193;Piobesi Torinese;;TO;0;0;3232.0;2001;19,6488;2002;3293;2002
1;1;1;1194;1194;Piossasco;;TO;0;0;16138.0;2001;40,1459;2002;16358;2002
1;1;1;1195;1195;Piscina;;TO;0;0;3146.0;2001;9,9034;2002;3117;2002
1;1;1;1196;1196;Piverone;;TO;0;0;1262.0;2001;11,0343;2002;1261;2002
1;1;1;1197;1197;Poirino;;TO;0;0;8962.0;2001;75,6186;2002;9024;2002
1;1;1;1198;1198;Pomaretto;;TO;0;0;1084.0;2001;8,5611;2002;1111;2002
1;1;1;1199;1199;Pont Canavese;;TO;0;0;3778.0;2001;19,0609;2002;3788;2002
1;1;1;1200;1200;Porte;;TO;0;0;940.0;2001;4,4476;2002;947;2002
1;1;1;1201;1201;Pragelato;;TO;0;0;448.0;2001;89,2017;2002;453;2002
1;1;1;1202;1202;Prali;;TO;0;0;312.0;2001;72,6092;2002;327;2002
1;1;1;1203;1203;Pralormo;;TO;0;0;1801.0;2001;29,8455;2002;1829;2002
1;1;1;1204;1204;Pramollo;;TO;0;0;258.0;2001;22,4785;2002;261;2002
1;1;1;1205;1205;Prarostino;;TO;0;0;1224.0;2001;10,5052;2002;1260;2002
1;1;1;1206;1206;Prascorsano;;TO;0;0;756.0;2001;6,2419;2002;760;2002
1;1;1;1207;1207;Pratiglione;;TO;0;0;601.0;2001;7,8803;2002;606;2002
1;1;1;1208;1208;Quagliuzzo;;TO;0;0;321.0;2001;2,0380;2002;326;2002
1;1;1;1209;1209;Quassolo;;TO;0;0;403.0;2001;3,9559;2002;387;2002
1;1;1;1210;1210;Quincinetto;;TO;0;0;1080.0;2001;17,7868;2002;1042;2002
1;1;1;1211;1211;Reano;;TO;0;0;1437.0;2001;6,6658;2002;1454;2002
1;1;1;1212;1212;Ribordone;;TO;0;0;84.0;2001;43,6002;2002;85;2002
1;1;1;1213;1213;Rivalba;;TO;0;0;966.0;2001;10,8334;2002;977;2002
1;1;1;1214;1214;Rivalta di Torino;;TO;0;0;17565.0;2001;25,1075;2002;17707;2002
1;1;1;1215;1215;Riva presso Chieri;;TO;0;0;3833.0;2001;35,8318;2002;3868;2002
1;1;1;1216;1216;Rivara;;TO;0;0;2687.0;2001;12,5714;2002;2655;2002
1;1;1;1217;1217;Rivarolo Canavese;;TO;0;0;11976.0;2001;32,2461;2002;11859;2002
1;1;1;1218;1218;Rivarossa;;TO;0;0;1427.0;2001;10,8733;2002;1442;2002
1;1;1;1219;1219;Rivoli;;TO;0;0;49792.0;2001;29,4998;2002;49645;2002
1;1;1;1220;1220;Robassomero;;TO;0;0;3028.0;2001;8,5756;2002;3048;2002
1;1;1;1221;1221;Rocca Canavese;;TO;0;0;1635.0;2001;14,1912;2002;1648;2002
1;1;1;1222;1222;Roletto;;TO;0;0;1994.0;2001;9,7039;2002;1973;2002
1;1;1;1223;1223;Romano Canavese;;TO;0;0;2943.0;2001;11,2107;2002;2908;2002
1;1;1;1224;1224;Ronco Canavese;;TO;0;0;377.0;2001;96,2664;2002;377;2002
1;1;1;1225;1225;Rondissone;;TO;0;0;1655.0;2001;10,6877;2002;1634;2002
1;1;1;1226;1226;Rorà;;TO;0;0;259.0;2001;12,4075;2002;267;2002
1;1;1;1227;1227;Roure;;TO;0;0;966.0;2001;59,3732;2002;945;2002
1;1;1;1228;1228;Rosta;;TO;0;0;3626.0;2001;9,0650;2002;3641;2002
1;1;1;1229;1229;Rubiana;;TO;0;0;2048.0;2001;26,9371;2002;2102;2002
1;1;1;1230;1230;Rueglio;;TO;0;0;779.0;2001;15,1002;2002;766;2002
1;1;1;1231;1231;Salassa;;TO;0;0;1671.0;2001;4,9519;2002;1687;2002
1;1;1;1232;1232;Salbertrand;;TO;0;0;466.0;2001;38,3197;2002;481;2002
1;1;1;1233;1233;Salerano Canavese;;TO;0;0;532.0;2001;2,1034;2002;507;2002
1;1;1;1234;1234;Salza di Pinerolo;;TO;0;0;78.0;2001;15,8859;2002;73;2002
1;1;1;1235;1235;Samone;;TO;0;0;1473.0;2001;2,4329;2002;1514;2002
1;1;1;1236;1236;San Benigno Canavese;;TO;0;0;5154.0;2001;22,2318;2002;5176;2002
1;1;1;1237;1237;San Carlo Canavese;;TO;0;0;3548.0;2001;20,9070;2002;3548;2002
1;1;1;1238;1238;San Colombano Belmonte;;TO;0;0;361.0;2001;3,3809;2002;366;2002
1;1;1;1239;1239;San Didero;;TO;0;0;430.0;2001;3,3037;2002;454;2002
1;1;1;1240;1240;San Francesco al Campo;;TO;0;0;4351.0;2001;14,9796;2002;4384;2002
1;1;1;1241;1241;Sangano;;TO;0;0;3705.0;2001;6,6513;2002;3712;2002
1;1;1;1242;1242;San Germano Chisone;;TO;0;0;1842.0;2001;15,8617;2002;1876;2002
1;1;1;1243;1243;San Gillio;;TO;0;0;2606.0;2001;8,8866;2002;2613;2002
1;1;1;1244;1244;San Giorgio Canavese;;TO;0;0;2396.0;2001;20,4049;2002;2471;2002
1;1;1;1245;1245;San Giorio di Susa;;TO;0;0;949.0;2001;19,7219;2002;986;2002
1;1;1;1246;1246;San Giusto Canavese;;TO;0;0;3080.0;2001;9,6132;2002;3114;2002
1;1;1;1247;1247;San Martino Canavese;;TO;0;0;772.0;2001;9,7933;2002;802;2002
1;1;1;1248;1248;San Maurizio Canavese;;TO;0;0;7259.0;2001;17,3442;2002;7272;2002
1;1;1;1249;1249;San Mauro Torinese;;TO;0;0;17817.0;2001;12,5517;2002;17941;2002
1;1;1;1250;1250;San Pietro Val Lemina;;TO;0;0;1477.0;2001;12,4446;2002;1501;2002
1;1;1;1251;1251;San Ponso;;TO;0;0;265.0;2001;2,1243;2002;283;2002
1;1;1;1252;1252;San Raffaele Cimena;;TO;0;0;2815.0;2001;11,1520;2002;2871;2002
1;1;1;1253;1253;San Sebastiano da Po;;TO;0;0;1791.0;2001;16,5766;2002;1817;2002
1;1;1;1254;1254;San Secondo di Pinerolo;;TO;0;0;3379.0;2001;12,5719;2002;3385;2002
1;1;1;1255;1255;Sant'Ambrogio di Torino;;TO;0;0;4275.0;2001;8,3682;2002;4292;2002
1;1;1;1256;1256;Sant'Antonino di Susa;;TO;0;0;4023.0;2001;9,7945;2002;4074;2002
1;1;1;1257;1257;Santena;;TO;0;0;10189.0;2001;16,1984;2002;10262;2002
1;1;1;1258;1258;Sauze di Cesana;;TO;0;0;186.0;2001;78,2772;2002;186;2002
1;1;1;1259;1259;Sauze d'Oulx;;TO;0;0;984.0;2001;17,3112;2002;1011;2002
1;1;1;1260;1260;Scalenghe;;TO;0;0;3072.0;2001;31,6768;2002;3075;2002
1;1;1;1261;1261;Scarmagno;;TO;0;0;740.0;2001;8,0308;2002;747;2002
1;1;1;1262;1262;Sciolze;;TO;0;0;1437.0;2001;11,3557;2002;1463;2002
1;1;1;1263;1263;Sestriere;;TO;0;0;838.0;2001;25,9158;2002;819;2002
1;1;1;1264;1264;Settimo Rottaro;;TO;0;0;517.0;2001;6,0578;2002;504;2002
1;1;1;1265;1265;Settimo Torinese;;TO;0;0;46982.0;2001;32,3659;2002;46919;2002
1;1;1;1266;1266;Settimo Vittone;;TO;0;0;1585.0;2001;23,2590;2002;1570;2002
1;1;1;1267;1267;Sparone;;TO;0;0;1174.0;2001;29,6785;2002;1145;2002
1;1;1;1268;1268;Strambinello;;TO;0;0;258.0;2001;2,2140;2002;263;2002
1;1;1;1269;1269;Strambino;;TO;0;0;6035.0;2001;22,4686;2002;6021;2002
1;1;1;1270;1270;Susa;;TO;0;0;6577.0;2001;10,9879;2002;6535;2002
1;1;1;1271;1271;Tavagnasco;;TO;0;0;820.0;2001;8,6751;2002;828;2002
1;1;1;1272;1272;Torino;;TO;1;1;865263.0;2001;130,0095;2002;864753;2002
1;1;1;1273;1273;Torrazza Piemonte;;TO;0;0;2373.0;2001;9,8238;2002;2401;2002
1;1;1;1274;1274;Torre Canavese;;TO;0;0;628.0;2001;5,4545;2002;610;2002
1;1;1;1275;1275;Torre Pellice;;TO;0;0;4570.0;2001;21,0981;2002;4555;2002
1;1;1;1276;1276;Trana;;TO;0;0;3343.0;2001;16,4059;2002;3363;2002
1;1;1;1277;1277;Trausella;;TO;0;0;139.0;2001;12,2448;2002;146;2002
1;1;1;1278;1278;Traversella;;TO;0;0;386.0;2001;39,3592;2002;373;2002
1;1;1;1279;1279;Traves;;TO;0;0;545.0;2001;10,4544;2002;548;2002
1;1;1;1280;1280;Trofarello;;TO;0;0;10352.0;2001;12,3475;2002;10702;2002
1;1;1;1281;1281;Usseaux;;TO;0;0;204.0;2001;37,9669;2002;198;2002
1;1;1;1282;1282;Usseglio;;TO;0;0;256.0;2001;98,5375;2002;249;2002
1;1;1;1283;1283;Vaie;;TO;0;0;1351.0;2001;7,2292;2002;1353;2002
