Codice Ripartizione geografica;Codice Regione;Codice Provincia/Uts;Codice Comune (alfanumerico);Codice Comune (numerico);Comune;Comune (dizione straniera);Sigla automobilistica;Capoluogo di Provincia/Uts;Capoluogo di Regione;Popolazione legale;Anno Censimento;Superficie (Kmq);Anno (Superficie);Popolazione residente;Anno (Popolazione residente)
1;1;1;1018;1018;Baldissero Torinese;;TO;0;0;3244.0;2001;15,4054;2006;3603;2006
1;1;1;1019;1019;Balme;;TO;0;0;101.0;2001;62,7105;2006;105;2006
1;1;1;1020;1020;Banchette;;TO;0;0;3427.0;2001;2,0289;2006;3367;2006
1;1;1;1021;1021;Barbania;;TO;0;0;1479.0;2001;12,8027;2006;1544;2006
1;1;1;1022;1022;Bardonecchia;;TO;0;0;3038.0;2001;132,2029;2006;3017;2006
1;1;1;1023;1023;Barone Canavese;;TO;0;0;588.0;2001;3,9864;2006;614;2006
1;1;1;1024;1024;Beinasco;;TO;0;0;18198.0;2001;6,7343;2006;18104;2006
1;1;1;1025;1025;Bibiana;;TO;0;0;2856.0;2001;18,5979;2006;3186;2006
1;1;1;1026;1026;Bobbio Pellice;;TO;0;0;598.0;2001;94,0819;2006;587;2006
1;1;1;1027;1027;Bollengo;;TO;0;0;1997.0;2001;14,2234;2006;2073;2006
1;1;1;1028;1028;Borgaro Torinese;;TO;0;0;12757.0;2001;14,3261;2006;13563;2006
1;1;1;1029;1029;Borgiallo;;TO;0;0;496.0;2001;6,9648;2006;510;2006
1;1;1;1030;1030;Borgofranco d'Ivrea;;TO;0;0;3631.0;2001;13,4189;2006;3665;2006
1;1;1;1031;1031;Borgomasino;;TO;0;0;784.0;2001;12,3712;2006;801;2006
1;1;1;1032;1032;Borgone Susa;;TO;0;0;2227.0;2001;4,9617;2006;2330;2006
1;1;1;1033;1033;Bosconero;;TO;0;0;2927.0;2001;10,9191;2006;2991;2006
1;1;1;1034;1034;Brandizzo;;TO;0;0;7430.0;2001;6,2914;2006;7874;2006
1;1;1;1035;1035;Bricherasio;;TO;0;0;4020.0;2001;22,7585;2006;4131;2006
1;1;1;1036;1036;Brosso;;TO;0;0;474.0;2001;11,1350;2006;478;2006
1;1;1;1037;1037;Brozolo;;TO;0;0;435.0;2001;8,9504;2006;485;2006
1;1;1;1038;1038;Bruino;;TO;0;0;7308.0;2001;5,5701;2006;8234;2006
1;1;1;1039;1039;Brusasco;;TO;0;0;1664.0;2001;14,3592;2006;1638;2006
1;1;1;1040;1040;Bruzolo;;TO;0;0;1337.0;2001;12,5838;2006;1473;2006
1;1;1;1041;1041;Buriasco;;TO;0;0;1304.0;2001;14,6868;2006;1392;2006
1;1;1;1042;1042;Burolo;;TO;0;0;1349.0;2001;5,4760;2006;1312;2006
1;1;1;1043;1043;Busano;;TO;0;0;1367.0;2001;5,0643;2006;1453;2006
1;1;1;1044;1044;Bussoleno;;TO;0;0;6457.0;2001;37,1004;2006;6575;2006
1;1;1;1045;1045;Buttigliera Alta;;TO;0;0;6541.0;2001;8,0973;2006;6487;2006
1;1;1;1046;1046;Cafasse;;TO;0;0;3516.0;2001;10,2312;2006;3589;2006
1;1;1;1047;1047;Caluso;;TO;0;0;7132.0;2001;39,4925;2006;7268;2006
1;1;1;1048;1048;Cambiano;;TO;0;0;5799.0;2001;14,1314;2006;6179;2006
1;1;1;1049;1049;Campiglione Fenile;;TO;0;0;1284.0;2001;11,0864;2006;1364;2006
1;1;1;1050;1050;Candia Canavese;;TO;0;0;1302.0;2001;9,1317;2006;1273;2006
1;1;1;1051;1051;Candiolo;;TO;0;0;5113.0;2001;11,8499;2006;5567;2006
1;1;1;1052;1052;Canischio;;TO;0;0;274.0;2001;11,9505;2006;305;2006
1;1;1;1053;1053;Cantalupa;;TO;0;0;2073.0;2001;11,1953;2006;2404;2006
1;1;1;1054;1054;Cantoira;;TO;0;0;544.0;2001;23,0319;2006;560;2006
1;1;1;1055;1055;Caprie;;TO;0;0;1883.0;2001;16,4066;2006;2006;2006
1;1;1;1056;1056;Caravino;;TO;0;0;1008.0;2001;11,5371;2006;1046;2006
1;1;1;1057;1057;Carema;;TO;0;0;770.0;2001;10,2578;2006;763;2006
1;1;1;1058;1058;Carignano;;TO;0;0;8647.0;2001;50,6894;2006;8855;2006
1;1;1;1059;1059;Carmagnola;;TO;0;0;24911.0;2001;95,7149;2006;26454;2006
1;1;1;1060;1060;Casalborgone;;TO;0;0;1704.0;2001;20,1250;2006;1787;2006
1;1;1;1061;1061;Cascinette d'Ivrea;;TO;0;0;1449.0;2001;2,1726;2006;1437;2006
1;1;1;1062;1062;Caselette;;TO;0;0;2643.0;2001;14,3137;2006;2724;2006
1;1;1;1063;1063;Caselle Torinese;;TO;0;0;15857.0;2001;28,7115;2006;16980;2006
1;1;1;1064;1064;Castagneto Po;;TO;0;0;1425.0;2001;11,4732;2006;1627;2006
1;1;1;1065;1065;Castagnole Piemonte;;TO;0;0;1875.0;2001;17,2796;2006;1982;2006
1;1;1;1066;1066;Castellamonte;;TO;0;0;8979.0;2001;38,7063;2006;9483;2006
1;1;1;1067;1067;Castelnuovo Nigra;;TO;0;0;440.0;2001;28,3756;2006;444;2006
1;1;1;1068;1068;Castiglione Torinese;;TO;0;0;5480.0;2001;14,1346;2006;5979;2006
1;1;1;1069;1069;Cavagnolo;;TO;0;0;2281.0;2001;12,3285;2006;2324;2006
1;1;1;1070;1070;Cavour;;TO;0;0;5283.0;2001;48,9591;2006;5410;2006
1;1;1;1071;1071;Cercenasco;;TO;0;0;1774.0;2001;13,1595;2006;1885;2006
1;1;1;1072;1072;Ceres;;TO;0;0;1030.0;2001;28,0516;2006;1027;2006
1;1;1;1073;1073;Ceresole Reale;;TO;0;0;160.0;2001;99,8139;2006;161;2006
1;1;1;1074;1074;Cesana Torinese;;TO;0;0;956.0;2001;121,7001;2006;966;2006
1;1;1;1075;1075;Chialamberto;;TO;0;0;362.0;2001;35,4478;2006;336;2006
1;1;1;1076;1076;Chianocco;;TO;0;0;1690.0;2001;18,5698;2006;1658;2006
1;1;1;1077;1077;Chiaverano;;TO;0;0;2198.0;2001;12,0221;2006;2200;2006
1;1;1;1078;1078;Chieri;;TO;0;0;32868.0;2001;54,1975;2006;34431;2006
1;1;1;1079;1079;Chiesanuova;;TO;0;0;199.0;2001;4,1189;2006;237;2006
1;1;1;1080;1080;Chiomonte;;TO;0;0;1011.0;2001;26,7549;2006;991;2006
1;1;1;1081;1081;Chiusa di San Michele;;TO;0;0;1602.0;2001;5,9165;2006;1562;2006
1;1;1;1082;1082;Chivasso;;TO;0;0;23648.0;2001;51,2378;2006;23591;2006
1;1;1;1083;1083;Ciconio;;TO;0;0;345.0;2001;3,1638;2006;367;2006
1;1;1;1084;1084;Cintano;;TO;0;0;244.0;2001;4,9345;2006;132;2006
1;1;1;1085;1085;Cinzano;;TO;0;0;331.0;2001;6,1962;2006;394;2006
1;1;1;1086;1086;Ciriè;;TO;0;0;18188.0;2001;17,7329;2006;18431;2006
1;1;1;1087;1087;Claviere;;TO;0;0;163.0;2001;2,6872;2006;198;2006
1;1;1;1088;1088;Coassolo Torinese;;TO;0;0;1470.0;2001;27,8788;2006;1528;2006
1;1;1;1089;1089;Coazze;;TO;0;0;2889.0;2001;56,5727;2006;3054;2006
1;1;1;1090;1090;Collegno;;TO;0;0;46641.0;2001;18,0993;2006;49264;2006
1;1;1;1091;1091;Colleretto Castelnuovo;;TO;0;0;316.0;2001;6,3321;2006;319;2006
1;1;1;1092;1092;Colleretto Giacosa;;TO;0;0;627.0;2001;4,5894;2006;632;2006
1;1;1;1093;1093;Condove;;TO;0;0;4380.0;2001;71,1131;2006;4594;2006
1;1;1;1094;1094;Corio;;TO;0;0;3163.0;2001;41,4914;2006;3273;2006
1;1;1;1095;1095;Cossano Canavese;;TO;0;0;550.0;2001;3,2384;2006;560;2006
1;1;1;1096;1096;Cuceglio;;TO;0;0;925.0;2001;6,8709;2006;1004;2006
1;1;1;1097;1097;Cumiana;;TO;0;0;6846.0;2001;60,7335;2006;7598;2006
1;1;1;1098;1098;Cuorgnè;;TO;0;0;10032.0;2001;19,3133;2006;9984;2006
1;1;1;1099;1099;Druento;;TO;0;0;8235.0;2001;27,5395;2006;8243;2006
1;1;1;1100;1100;Exilles;;TO;0;0;284.0;2001;46,5474;2006;277;2006
1;1;1;1101;1101;Favria;;TO;0;0;4324.0;2001;14,8499;2006;4850;2006
1;1;1;1102;1102;Feletto;;TO;0;0;2344.0;2001;7,8929;2006;2405;2006
1;1;1;1103;1103;Fenestrelle;;TO;0;0;615.0;2001;49,4091;2006;596;2006
1;1;1;1104;1104;Fiano;;TO;0;0;2558.0;2001;12,0415;2006;2684;2006
1;1;1;1105;1105;Fiorano Canavese;;TO;0;0;868.0;2001;4,3457;2006;862;2006
1;1;1;1106;1106;Foglizzo;;TO;0;0;2183.0;2001;15,6427;2006;2198;2006
1;1;1;1107;1107;Forno Canavese;;TO;0;0;3716.0;2001;16,5075;2006;3740;2006
1;1;1;1108;1108;Frassinetto;;TO;0;0;287.0;2001;24,8185;2006;293;2006
1;1;1;1109;1109;Front;;TO;0;0;1628.0;2001;10,9482;2006;1642;2006
1;1;1;1110;1110;Frossasco;;TO;0;0;2707.0;2001;20,1488;2006;2869;2006
1;1;1;1111;1111;Garzigliana;;TO;0;0;544.0;2001;7,4018;2006;538;2006
1;1;1;1112;1112;Gassino Torinese;;TO;0;0;9015.0;2001;20,5108;2006;9426;2006
1;1;1;1113;1113;Germagnano;;TO;0;0;1294.0;2001;14,4442;2006;1312;2006
1;1;1;1114;1114;Giaglione;;TO;0;0;692.0;2001;33,3833;2006;660;2006
1;1;1;1115;1115;Giaveno;;TO;0;0;14554.0;2001;71,7376;2006;15565;2006
1;1;1;1116;1116;Givoletto;;TO;0;0;2188.0;2001;12,8200;2006;2699;2006
1;1;1;1117;1117;Gravere;;TO;0;0;682.0;2001;18,9870;2006;760;2006
1;1;1;1118;1118;Groscavallo;;TO;0;0;214.0;2001;92,0935;2006;198;2006
1;1;1;1119;1119;Grosso;;TO;0;0;988.0;2001;4,3296;2006;1010;2006
1;1;1;1120;1120;Grugliasco;;TO;0;0;38725.0;2001;13,1321;2006;37041;2006
1;1;1;1121;1121;Ingria;;TO;0;0;61.0;2001;14,7506;2006;55;2006
1;1;1;1122;1122;Inverso Pinasca;;TO;0;0;659.0;2001;8,0292;2006;720;2006
1;1;1;1123;1123;Isolabella;;TO;0;0;398.0;2001;4,7716;2006;388;2006
1;1;1;1124;1124;Issiglio;;TO;0;0;402.0;2001;5,5042;2006;434;2006
1;1;1;1125;1125;Ivrea;;TO;0;0;23536.0;2001;30,1075;2006;23853;2006
1;1;1;1126;1126;La Cassa;;TO;0;0;1326.0;2001;12,0353;2006;1570;2006
1;1;1;1127;1127;La Loggia;;TO;0;0;6485.0;2001;12,7825;2006;7200;2006
1;1;1;1128;1128;Lanzo Torinese;;TO;0;0;5141.0;2001;10,2876;2006;5187;2006
1;1;1;1129;1129;Lauriano;;TO;0;0;1398.0;2001;14,2900;2006;1493;2006
1;1;1;1130;1130;Leini;;TO;0;0;11946.0;2001;32,4355;2006;13091;2006
1;1;1;1131;1131;Lemie;;TO;0;0;218.0;2001;45,6753;2006;209;2006
1;1;1;1132;1132;Lessolo;;TO;0;0;1956.0;2001;7,9366;2006;2025;2006
1;1;1;1133;1133;Levone;;TO;0;0;491.0;2001;5,3912;2006;473;2006
1;1;1;1134;1134;Locana;;TO;0;0;1806.0;2001;132,5162;2006;1694;2006
1;1;1;1135;1135;Lombardore;;TO;0;0;1511.0;2001;12,7158;2006;1617;2006
1;1;1;1136;1136;Lombriasco;;TO;0;0;1004.0;2001;7,2096;2006;1057;2006
1;1;1;1137;1137;Loranzè;;TO;0;0;1003.0;2001;4,1914;2006;1062;2006
1;1;1;1138;1138;Lugnacco;;TO;0;0;338.0;2001;4,8835;2006;400;2006
1;1;1;1139;1139;Luserna San Giovanni;;TO;0;0;7866.0;2001;17,7414;2006;7926;2006
1;1;1;1140;1140;Lusernetta;;TO;0;0;496.0;2001;7,0398;2006;507;2006
1;1;1;1141;1141;Lusigliè;;TO;0;0;536.0;2001;5,2585;2006;566;2006
1;1;1;1142;1142;Macello;;TO;0;0;1153.0;2001;14,1404;2006;1153;2006
1;1;1;1143;1143;Maglione;;TO;0;0;488.0;2001;6,3129;2006;508;2006
1;1;1;1144;1144;Marentino;;TO;0;0;1190.0;2001;11,2593;2006;1349;2006
1;1;1;1145;1145;Massello;;TO;0;0;74.0;2001;38,2587;2006;71;2006
1;1;1;1146;1146;Mathi;;TO;0;0;3970.0;2001;7,0706;2006;3999;2006
1;1;1;1147;1147;Mattie;;TO;0;0;702.0;2001;28,6942;2006;731;2006
1;1;1;1148;1148;Mazzè;;TO;0;0;3973.0;2001;27,3424;2006;4096;2006
1;1;1;1149;1149;Meana di Susa;;TO;0;0;921.0;2001;16,5439;2006;915;2006
1;1;1;1150;1150;Mercenasco;;TO;0;0;1186.0;2001;12,6383;2006;1148;2006
1;1;1;1151;1151;Meugliano;;TO;0;0;109.0;2001;4,4420;2006;109;2006
1;1;1;1152;1152;Mezzenile;;TO;0;0;900.0;2001;29,0871;2006;888;2006
1;1;1;1153;1153;Mombello di Torino;;TO;0;0;395.0;2001;4,0825;2006;388;2006
1;1;1;1154;1154;Mompantero;;TO;0;0;668.0;2001;30,3332;2006;673;2006
1;1;1;1155;1155;Monastero di Lanzo;;TO;0;0;428.0;2001;17,6554;2006;383;2006
1;1;1;1156;1156;Moncalieri;;TO;0;0;53350.0;2001;47,5288;2006;54513;2006
1;1;1;1157;1157;Moncenisio;;TO;0;0;46.0;2001;4,5007;2006;45;2006
1;1;1;1158;1158;Montaldo Torinese;;TO;0;0;589.0;2001;4,6567;2006;479;2006
1;1;1;1159;1159;Montalenghe;;TO;0;0;890.0;2001;6,4681;2006;897;2006
1;1;1;1160;1160;Montalto Dora;;TO;0;0;3465.0;2001;7,3567;2006;3413;2006
1;1;1;1161;1161;Montanaro;;TO;0;0;5274.0;2001;20,9036;2006;5413;2006
1;1;1;1162;1162;Monteu da Po;;TO;0;0;828.0;2001;7,3896;2006;868;2006
1;1;1;1163;1163;Moriondo Torinese;;TO;0;0;763.0;2001;6,4895;2006;794;2006
1;1;1;1164;1164;Nichelino;;TO;0;0;47791.0;2001;20,5625;2006;47997;2006
1;1;1;1165;1165;Noasca;;TO;0;0;202.0;2001;78,0453;2006;186;2006
1;1;1;1166;1166;Nole;;TO;0;0;6242.0;2001;11,3531;2006;6591;2006
1;1;1;1167;1167;Nomaglio;;TO;0;0;333.0;2001;3,0743;2006;328;2006
1;1;1;1168;1168;;;TO;0;0;7761.0;2001;24,6422;2006;7798;2006
1;1;1;1169;1169;Novalesa;;TO;0;0;549.0;2001;28,5542;2006;546;2006
1;1;1;1170;1170;Oglianico;;TO;0;0;1291.0;2001;6,3030;2006;1420;2006
1;1;1;1171;1171;Orbassano;;TO;0;0;21581.0;2001;22,2079;2006;21798;2006
1;1;1;1172;1172;Orio Canavese;;TO;0;0;781.0;2001;7,1541;2006;824;2006
1;1;1;1173;1173;Osasco;;TO;0;0;944.0;2001;5,4885;2006;1120;2006
1;1;1;1174;1174;Osasio;;TO;0;0;738.0;2001;4,5770;2006;824;2006
1;1;1;1175;1175;Oulx;;TO;0;0;2657.0;2001;99,7857;2006;2946;2006
1;1;1;1176;1176;Ozegna;;TO;0;0;1172.0;2001;5,4058;2006;1205;2006
1;1;1;1177;1177;Palazzo Canavese;;TO;0;0;782.0;2001;5,0819;2006;827;2006
1;1;1;1178;1178;Pancalieri;;TO;0;0;1884.0;2001;15,8878;2006;1972;2006
1;1;1;1179;1179;Parella;;TO;0;0;473.0;2001;2,6886;2006;466;2006
1;1;1;1180;1180;Pavarolo;;TO;0;0;920.0;2001;4,4056;2006;966;2006
1;1;1;1181;1181;Pavone Canavese;;TO;0;0;3776.0;2001;11,5400;2006;3804;2006
1;1;1;1182;1182;Pecco;;TO;0;0;224.0;2001;1,5680;2006;250;2006
1;1;1;1183;1183;Pecetto Torinese;;TO;0;0;3690.0;2001;9,1730;2006;3775;2006
1;1;1;1184;1184;Perosa Argentina;;TO;0;0;3731.0;2001;26,0906;2006;3439;2006
1;1;1;1185;1185;Perosa Canavese;;TO;0;0;559.0;2001;4,7080;2006;588;2006
1;1;1;1186;1186;Perrero;;TO;0;0;773.0;2001;63,1830;2006;764;2006
1;1;1;1187;1187;Pertusio;;TO;0;0;699.0;2001;4,0041;2006;752;2006
1;1;1;1188;1188;Pessinetto;;TO;0;0;607.0;2001;5,3498;2006;631;2006
1;1;1;1189;1189;Pianezza;;TO;0;0;11236.0;2001;16,4634;2006;12326;2006
1;1;1;1190;1190;Pinasca;;TO;0;0;2952.0;2001;34,7183;2006;2986;2006
1;1;1;1191;1191;Pinerolo;;TO;0;0;33494.0;2001;50,3376;2006;34120;2006
1;1;1;1192;1192;Pino Torinese;;TO;0;0;8234.0;2001;21,8196;2006;8364;2006
1;1;1;1193;1193;Piobesi Torinese;;TO;0;0;3232.0;2001;19,6488;2006;3525;2006
1;1;1;1194;1194;Piossasco;;TO;0;0;16138.0;2001;40,1459;2006;17284;2006
1;1;1;1195;1195;Piscina;;TO;0;0;3146.0;2001;9,9034;2006;3235;2006
1;1;1;1196;1196;Piverone;;TO;0;0;1262.0;2001;11,0343;2006;1320;2006
1;1;1;1197;1197;Poirino;;TO;0;0;8962.0;2001;75,6186;2006;9442;2006
1;1;1;1198;1198;Pomaretto;;TO;0;0;1084.0;2001;8,5611;2006;1105;2006
1;1;1;1199;1199;Pont Canavese;;TO;0;0;3778.0;2001;19,0609;2006;3753;2006
1;1;1;1200;1200;Porte;;TO;0;0;940.0;2001;4,4476;2006;1016;2006
1;1;1;1201;1201;Pragelato;;TO;0;0;448.0;2001;89,2017;2006;628;2006
1;1;1;1202;1202;Prali;;TO;0;0;312.0;2001;72,6092;2006;292;2006
1;1;1;1203;1203;Pralormo;;TO;0;0;1801.0;2001;29,8455;2006;1829;2006
1;1;1;1204;1204;Pramollo;;TO;0;0;258.0;2001;22,4785;2006;229;2006
1;1;1;1205;1205;Prarostino;;TO;0;0;1224.0;2001;10,5052;2006;1260;2006
1;1;1;1206;1206;Prascorsano;;TO;0;0;756.0;2001;6,2419;2006;803;2006
1;1;1;1207;1207;Pratiglione;;TO;0;0;601.0;2001;7,8803;2006;590;2006
1;1;1;1208;1208;Quagliuzzo;;TO;0;0;321.0;2001;2,0380;2006;330;2006
1;1;1;1209;1209;Quassolo;;TO;0;0;403.0;2001;3,9559;2006;349;2006
1;1;1;1210;1210;Quincinetto;;TO;0;0;1080.0;2001;17,7868;2006;1058;2006
1;1;1;1211;1211;Reano;;TO;0;0;1437.0;2001;6,6658;2006;1588;2006
1;1;1;1212;1212;Ribordone;;TO;0;0;84.0;2001;43,6002;2006;85;2006
1;1;1;1213;1213;Rivalba;;TO;0;0;966.0;2001;10,8334;2006;1038;2006
1;1;1;1214;1214;Rivalta di Torino;;TO;0;0;17565.0;2001;25,1075;2006;18183;2006
1;1;1;1215;1215;Riva presso Chieri;;TO;0;0;3833.0;2001;35,8318;2006;3890;2006
1;1;1;1216;1216;Rivara;;TO;0;0;2687.0;2001;12,5714;2006;2641;2006
1;1;1;1217;1217;Rivarolo Canavese;;TO;0;0;11976.0;2001;32,2461;2006;11967;2006
1;1;1;1218;1218;Rivarossa;;TO;0;0;1427.0;2001;10,8733;2006;1575;2006
1;1;1;1219;1219;Rivoli;;TO;0;0;49792.0;2001;29,4998;2006;48820;2006
1;1;1;1220;1220;Robassomero;;TO;0;0;3028.0;2001;8,5756;2006;3026;2006
1;1;1;1221;1221;Rocca Canavese;;TO;0;0;1635.0;2001;14,1912;2006;1716;2006
1;1;1;1222;1222;Roletto;;TO;0;0;1994.0;2001;9,7039;2006;1995;2006
1;1;1;1223;1223;Romano Canavese;;TO;0;0;2943.0;2001;11,2107;2006;2928;2006
1;1;1;1224;1224;Ronco Canavese;;TO;0;0;377.0;2001;96,2664;2006;340;2006
1;1;1;1225;1225;Rondissone;;TO;0;0;1655.0;2001;10,6877;2006;1718;2006
1;1;1;1226;1226;Rorà;;TO;0;0;259.0;2001;12,4075;2006;267;2006
1;1;1;1227;1227;Roure;;TO;0;0;966.0;2001;59,3732;2006;910;2006
1;1;1;1228;1228;Rosta;;TO;0;0;3626.0;2001;9,0650;2006;3966;2006
1;1;1;1229;1229;Rubiana;;TO;0;0;2048.0;2001;26,9371;2006;2318;2006
1;1;1;1230;1230;Rueglio;;TO;0;0;779.0;2001;15,1002;2006;795;2006
1;1;1;1231;1231;Salassa;;TO;0;0;1671.0;2001;4,9519;2006;1729;2006
1;1;1;1232;1232;Salbertrand;;TO;0;0;466.0;2001;38,3197;2006;532;2006
1;1;1;1233;1233;Salerano Canavese;;TO;0;0;532.0;2001;2,1034;2006;551;2006
1;1;1;1234;1234;Salza di Pinerolo;;TO;0;0;78.0;2001;15,8859;2006;74;2006
1;1;1;1235;1235;Samone;;TO;0;0;1473.0;2001;2,4329;2006;1545;2006
1;1;1;1236;1236;San Benigno Canavese;;TO;0;0;5154.0;2001;22,2318;2006;5356;2006
1;1;1;1237;1237;San Carlo Canavese;;TO;0;0;3548.0;2001;20,9070;2006;3661;2006
1;1;1;1238;1238;San Colombano Belmonte;;TO;0;0;361.0;2001;3,3809;2006;390;2006
1;1;1;1239;1239;San Didero;;TO;0;0;430.0;2001;3,3037;2006;535;2006
1;1;1;1240;1240;San Francesco al Campo;;TO;0;0;4351.0;2001;14,9796;2006;4555;2006
1;1;1;1241;1241;Sangano;;TO;0;0;3705.0;2001;6,6513;2006;3698;2006
1;1;1;1242;1242;San Germano Chisone;;TO;0;0;1842.0;2001;15,8617;2006;1889;2006
1;1;1;1243;1243;San Gillio;;TO;0;0;2606.0;2001;8,8866;2006;2708;2006
1;1;1;1244;1244;San Giorgio Canavese;;TO;0;0;2396.0;2001;20,4049;2006;2520;2006
1;1;1;1245;1245;San Giorio di Susa;;TO;0;0;949.0;2001;19,7219;2006;1022;2006
1;1;1;1246;1246;San Giusto Canavese;;TO;0;0;3080.0;2001;9,6132;2006;3157;2006
1;1;1;1247;1247;San Martino Canavese;;TO;0;0;772.0;2001;9,7933;2006;866;2006
1;1;1;1248;1248;San Maurizio Canavese;;TO;0;0;7259.0;2001;17,3442;2006;8147;2006
1;1;1;1249;1249;San Mauro Torinese;;TO;0;0;17817.0;2001;12,5517;2006;18617;2006
1;1;1;1250;1250;San Pietro Val Lemina;;TO;0;0;1477.0;2001;12,4446;2006;1476;2006
1;1;1;1251;1251;San Ponso;;TO;0;0;265.0;2001;2,1243;2006;277;2006
1;1;1;1252;1252;San Raffaele Cimena;;TO;0;0;2815.0;2001;11,1520;2006;2994;2006
1;1;1;1253;1253;San Sebastiano da Po;;TO;0;0;1791.0;2001;16,5766;2006;1901;2006
1;1;1;1254;1254;San Secondo di Pinerolo;;TO;0;0;3379.0;2001;12,5719;2006;3419;2006
1;1;1;1255;1255;Sant'Ambrogio di Torino;;TO;0;0;4275.0;2001;8,3682;2006;4688;2006
1;1;1;1256;1256;Sant'Antonino di Susa;;TO;0;0;4023.0;2001;9,7945;2006;4157;2006
1;1;1;1257;1257;Santena;;TO;0;0;10189.0;2001;16,1984;2006;10268;2006
1;1;1;1258;1258;Sauze di Cesana;;TO;0;0;186.0;2001;78,2772;2006;223;2006
1;1;1;1259;1259;Sauze d'Oulx;;TO;0;0;984.0;2001;17,3112;2006;1168;2006
1;1;1;1260;1260;Scalenghe;;TO;0;0;3072.0;2001;31,6768;2006;3231;2006
1;1;1;1261;1261;Scarmagno;;TO;0;0;740.0;2001;8,0308;2006;768;2006
1;1;1;1262;1262;Sciolze;;TO;0;0;1437.0;2001;11,3557;2006;1520;2006
1;1;1;1263;1263;Sestriere;;TO;0;0;838.0;2001;25,9158;2006;888;2006
1;1;1;1264;1264;Settimo Rottaro;;TO;0;0;517.0;2001;6,0578;2006;510;2006
1;1;1;1265;1265;Settimo Torinese;;TO;0;0;46982.0;2001;32,3659;2006;46940;2006
1;1;1;1266;1266;Settimo Vittone;;TO;0;0;1585.0;2001;23,2590;2006;1556;2006
1;1;1;1267;1267;Sparone;;TO;0;0;1174.0;2001;29,6785;2006;1147;2006
1;1;1;1268;1268;Strambinello;;TO;0;0;258.0;2001;2,2140;2006;268;2006
1;1;1;1269;1269;Strambino;;TO;0;0;6035.0;2001;22,4686;2006;6152;2006
1;1;1;1270;1270;Susa;;TO;0;0;6577.0;2001;10,9879;2006;6620;2006
1;1;1;1271;1271;Tavagnasco;;TO;0;0;820.0;2001;8,6751;2006;800;2006
1;1;1;1272;1272;Torino;;TO;1;1;865263.0;2001;130,0095;2006;875609;2006
1;1;1;1273;1273;Torrazza Piemonte;;TO;0;0;2373.0;2001;9,8238;2006;2485;2006
1;1;1;1274;1274;Torre Canavese;;TO;0;0;628.0;2001;5,4545;2006;583;2006
1;1;1;1275;1275;Torre Pellice;;TO;0;0;4570.0;2001;21,0981;2006;4489;2006
1;1;1;1276;1276;Trana;;TO;0;0;3343.0;2001;16,4059;2006;3624;2006
1;1;1;1277;1277;Trausella;;TO;0;0;139.0;2001;12,2448;2006;142;2006
1;1;1;1278;1278;Traversella;;TO;0;0;386.0;2001;39,3592;2006;353;2006
1;1;1;1279;1279;Traves;;TO;0;0;545.0;2001;10,4544;2006;560;2006
1;1;1;1280;1280;Trofarello;;TO;0;0;10352.0;2001;12,3475;2006;11071;2006
1;1;1;1281;1281;Usseaux;;TO;0;0;204.0;2001;37,9669;2006;179;2006
1;1;1;1282;1282;Usseglio;;TO;0;0;256.0;2001;98,5375;2006;240;2006
1;1;1;1283;1283;Vaie;;TO;0;0;1351.0;2001;7,2292;2006;1435;2006
